xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,State_S2
-0.1096191,-0.08105469,-0.4526367,0.1228168,-0.1691756,-0.168458,-9.82537,13.03175,1.300881,-9.872932,13.40832,-0.7519531,-0.2446289,0.7133789,0.4182443,0.1101603,0.01506107,-13.41543,44.49468,5.679155,-13.27955,44.91616,Unknown
-0.1037598,-0.08178711,-0.4570313,0.0006792545,0.05983204,0.2284887,-9.826836,13.02382,1.303851,-9.899119,12.59745,-0.7561035,-0.2490234,0.7229004,0.2961069,0.1406947,-3.694863,-13.41115,44.50018,5.631122,-13.39029,44.68026,Unknown
-0.1064453,-0.08325195,-0.4377441,-0.1519923,-0.1997099,0.03001523,-9.841785,13.02931,1.304271,-10.47007,13.43537,-0.7595215,-0.2487793,0.7282715,-0.1619084,-0.1493817,0.1371985,-13.41119,44.50058,5.633042,-13.30183,44.6227,Unknown
-0.1081543,-0.08178711,-0.4499512,-0.06038928,-0.1691756,0.182687,-9.846231,13.03252,1.306829,-10.02267,13.30564,-0.7502441,-0.2487793,0.7331543,-0.3145801,-0.2867863,0.1066641,-13.41412,44.48862,5.634536,-13.34181,44.0992,Unknown
-0.104248,-0.078125,-0.4472656,0.1991527,-0.07757253,-0.04632068,-9.839661,13.02943,1.306181,-9.654329,12.93112,-0.7570801,-0.2497559,0.7302246,0.0976336,-0.2257175,0.03032825,-13.41164,44.48475,5.63496,-13.35714,44.45004,Unknown
-0.1071777,-0.08007813,-0.4443359,0.2754886,0.02929771,-0.2753282,-9.83783,13.03632,1.302326,-9.9371,13.35396,-0.7536621,-0.2490234,0.7241211,0.5556489,0.171229,4.045595,-13.40381,44.48829,5.691598,-13.40163,44.54441,Unknown
-0.1105957,-0.07739258,-0.4562988,0.3823588,0.2583054,0.07581687,-9.823032,13.04793,1.303387,-9.36028,13.43953,-0.7609863,-0.2521973,0.7133789,0.4945802,0.171229,0.1371985,-13.4008,44.50415,5.693519,-13.59224,45.16387,Unknown
-0.1057129,-0.07861328,-0.4555664,-0.1825268,-0.1997099,0.2284887,-9.819916,13.04183,1.306586,-9.541948,12.88024,-0.7587891,-0.2546387,0.7346191,0.2503054,0.2780993,0.1219313,-13.40046,44.50393,5.695226,-13.55551,44.30222,Unknown
-0.1054688,-0.08300781,-0.4553223,-0.1672597,-0.1691756,0.1063511,-9.82723,13.03542,1.308075,-10.0709,12.83732,-0.75,-0.2497559,0.7241211,0.05183208,0.01855725,0.09139694,-13.40119,44.50203,5.696506,-13.47238,44.39597,Unknown
-0.1035156,-0.08178711,-0.4555664,0.07701516,-0.2760458,0.1521528,-9.828302,13.02333,1.310053,-9.929908,12.60666,-0.7565918,-0.2514648,0.7265625,-0.1771755,-0.01197708,0.1066641,-13.40504,44.50263,5.697892,-13.48094,44.53966,Unknown
-0.111084,-0.07666016,-0.4550781,-0.09092379,-0.2149771,0.04528236,-9.818866,13.03059,1.310687,-9.294069,13.53405,-0.7565918,-0.2487793,0.7272949,0.02129769,-0.3020534,0.03032825,-13.40336,44.49936,5.698317,-13.33592,44.54641,Unknown
-0.1074219,-0.08447266,-0.4543457,-0.1367252,-0.1386412,0.1521528,-9.829615,13.02966,1.312969,-10.25576,13.08594,-0.7480469,-0.2470703,0.7272949,-0.02450383,-0.02724427,4.07613,-13.40211,44.4938,5.759459,-13.32279,44.24164,Unknown
-0.1079102,-0.08251953,-0.4460449,-0.1672597,-0.1844428,0.03001523,-9.839191,13.03417,1.31339,-10.19373,13.38136,-0.7556152,-0.2365723,0.7224121,-0.131374,-0.1035802,0.1066641,-13.3909,44.49907,5.760952,-12.75132,44.82814,Unknown
-0.1096191,-0.07641602,-0.4609375,0.32129,-0.031771,-0.09212208,-9.821241,13.03712,1.3121,-9.162088,13.20367,-0.7565918,-0.2558594,0.7270508,0.3113741,0.06435877,-0.1986794,-13.39288,44.49934,5.758171,-13.70346,44.46862,Unknown
-0.1079102,-0.07617188,-0.4528809,0.1075497,-0.1997099,-0.0310533,-9.809181,13.0381,1.311665,-9.292039,13.22317,-0.760498,-0.2653809,0.7172852,0.4029771,-0.1341145,0.09139694,-13.40437,44.50427,5.75945,-14.24402,44.83826,Unknown
-0.1022949,-0.08178711,-0.4536133,0.01594663,0.07509923,-0.07685494,-9.812286,13.02863,1.310589,-9.97541,12.513,-0.7578125,-0.2460938,0.7177734,0.479313,0.1101603,0.01506107,-13.39504,44.51496,5.759661,-13.26643,44.9631,Unknown
-0.09790039,-0.0847168,-0.4611816,-0.2435954,-0.3218473,0.6865039,-9.823119,12.99951,1.3202,-10.18682,11.79326,-0.7587891,-0.248291,0.7216797,0.4029771,-0.1493817,-0.04600763,-13.38838,44.51929,5.759017,-13.33878,44.83405,Unknown
-0.1079102,-0.07885742,-0.4558105,-0.3657329,-0.3371145,-0.0310533,-9.822799,12.99751,1.319765,-9.556211,13.13102,-0.7514648,-0.2546387,0.7231445,-0.3756489,-0.08831299,0.2440687,-13.40019,44.51622,5.762434,-13.72112,44.42626,Unknown
-0.1240234,-0.08056641,-0.4511719,-0.197794,-0.550855,-0.0005190372,-9.82445,13.03285,1.319758,-9.769637,15.1422,-0.7607422,-0.2475586,0.7260742,-0.3756489,-0.3325878,0.1982672,-13.40227,44.51655,5.765209,-13.2466,44.76093,Unknown
-0.1091309,-0.07836914,-0.4538574,-0.1367252,-0.382916,0.2437558,-9.820444,13.03354,1.323171,-9.530409,13.33013,-0.7546387,-0.251709,0.7285156,-0.4061831,-0.1646488,-0.01547329,-13.40969,44.51184,5.764993,-13.4942,44.39397,Unknown
-0.1245117,-0.07910156,-0.4526367,0.03121376,-0.123374,0.1521528,-9.814896,13.07441,1.325301,-9.564406,15.16159,-0.7487793,-0.2556152,0.723877,0.2961069,0.1559618,-0.0002061129,-13.41323,44.50946,5.76499,-13.78986,44.28581,Unknown
-0.1071777,-0.07910156,-0.4509277,0.04648089,0.2735725,0.1063511,-9.811663,13.08019,1.32679,-9.68508,13.17611,-0.7529297,-0.246582,0.7192383,0.3724428,0.04909158,0.06086259,-13.40631,44.51434,5.765842,-13.32295,44.71969,Unknown
-0.1088867,-0.08129883,-0.4677734,0.03121376,0.1972366,-0.1837251,-9.807154,13.07963,1.324218,-9.607613,12.91677,-0.7565918,-0.2487793,0.7285156,0.5861833,0.2322977,4.015061,-13.39666,44.51731,5.822053,-13.32556,44.5034,Unknown
-0.1088867,-0.08544922,-0.4643555,-0.2741299,-0.01650381,0.06054974,-9.817916,13.07754,1.325065,-10.15719,12.98638,-0.7600098,-0.2438965,0.7180176,0.4335115,0.1101603,0.1066641,-13.38539,44.52975,5.823546,-13.1307,45.06413,Unknown
-0.1066895,-0.08227539,-0.4562988,-0.3199313,-0.3065802,0.03001523,-9.825111,13.07095,1.325486,-9.958203,12.95844,-0.7553711,-0.25,0.7199707,-0.07030535,-0.2562519,0.1219313,-13.3881,44.53053,5.825253,-13.47258,44.74442,Unknown
-0.1062012,-0.08422852,-0.4523926,-0.3351984,-0.4439847,0.182687,-9.838682,13.06335,1.328043,-10.27372,12.99566,-0.755127,-0.2578125,0.7272949,-0.4519846,-0.2104504,0.1066641,-13.40284,44.52464,5.826747,-13.81531,44.38041,Unknown
-0.109375,-0.08300781,-0.4433594,-0.2130611,-0.6577252,0.091084,-9.850672,13.06631,1.329227,-10.30245,13.63016,-0.7583008,-0.2597656,0.7324219,-0.390916,-0.2409847,-0.09180916,-13.4166,44.51703,5.825553,-13.84175,44.29767,Unknown
-0.1079102,-0.07641602,-0.4484863,0.04648089,-0.1997099,-0.09212208,-9.841144,13.06911,1.327938,-9.406123,13.34347,-0.7536621,-0.2531738,0.7329102,0.08236647,-0.1493817,-0.07654199,-13.41795,44.50835,5.824482,-13.54054,44.18529,Unknown
-0.1064453,-0.08154297,-0.4614258,0.1838853,-0.123374,-0.07685494,-9.837025,13.06189,1.326785,-9.770348,12.79855,-0.7575684,-0.2446289,0.7307129,0.4335115,0.06435877,-0.1070763,-13.4049,44.50938,5.822876,-13.0842,44.51237,Unknown
-0.09521484,-0.07983398,-0.4626465,0.01594663,0.1056336,-0.01578617,-9.831932,13.03139,1.326564,-9.593301,11.46452,-0.7536621,-0.2490234,0.7263184,0.5251145,0.2322977,-3.725397,-13.39725,44.51171,5.77072,-13.38282,44.46677,Unknown
-0.1242676,-0.078125,-0.4570313,-0.1519923,0.04456491,-0.01578617,-9.824712,13.07144,1.326343,-9.366674,15.00347,-0.7536621,-0.2460938,0.7160645,0.3266413,0.1864962,-0.0002061129,-13.39119,44.52137,5.770718,-13.31797,44.86687,Unknown
-0.109375,-0.08178711,-0.4433594,-0.2435954,-0.07757253,0.03001523,-9.834642,13.08168,1.326763,-10.15412,13.63665,-0.7573242,-0.2490234,0.7243652,-0.1008396,0.01855725,0.06086259,-13.39209,44.52469,5.77157,-13.36695,44.67462,Unknown
-0.105957,-0.08081055,-0.4519043,-0.3657329,-0.4134504,0.2284887,-9.840492,13.07431,1.329962,-9.876241,12.99665,-0.7526855,-0.2509766,0.7290039,-0.3145801,-0.02724427,-0.0002061129,-13.39795,44.52006,5.771567,-13.46954,44.31147,Unknown
-0.1069336,-0.06811523,-0.4477539,-0.01458788,-0.4287176,0.1368854,-9.812217,13.07263,1.331878,-8.416719,13.28458,-0.7541504,-0.253418,0.7307129,-0.4214504,-0.347855,0.2593359,-13.40713,44.51043,5.775198,-13.56778,44.27767,Unknown
-0.1062012,-0.09155273,-0.4467773,-0.1519923,-0.4745191,0.1979542,-9.843554,13.06684,1.33465,-11.27484,13.10863,-0.7543945,-0.2458496,0.7321777,-0.1771755,-0.1188473,-0.06127481,-13.40467,44.50512,5.77434,-13.16246,44.32616,Unknown
-0.1083984,-0.08374023,-0.4489746,-0.06038928,-0.0470382,0.03001523,-9.853039,13.0719,1.33507,-10.27638,13.35168,-0.7587891,-0.2546387,0.7229004,0.1129008,0.09489316,0.03032825,-13.40816,44.51057,5.774764,-13.65659,44.7127,Unknown
-0.09667969,-0.0859375,-0.442627,0.1075497,0.05983204,-0.1073892,-9.869204,13.05338,1.333459,-10.74035,12.10203,-0.7529297,-0.263916,0.7285156,0.2961069,0.171229,-0.1376107,-13.41842,44.50644,5.7727,-14.13891,44.17812,Unknown
-0.09765625,-0.08325195,-0.4562988,0.0006792545,-0.031771,0.182687,-9.874125,13.02967,1.336017,-10.11573,11.88955,-0.753418,-0.2614746,0.7216797,0.5556489,0.06435877,-0.04600763,-13.42383,44.50652,5.772056,-14.06991,44.46626,Unknown
-0.1047363,-0.09301758,-0.4523926,0.0006792545,0.1209008,-0.1073892,-9.903177,13.02627,1.334513,-11.32724,12.77701,-0.7602539,-0.2543945,0.7255859,0.4182443,0.2170305,0.07612977,-13.42176,44.51289,5.773121,-13.60757,44.67643,Unknown
-0.1125488,-0.08666992,-0.4572754,-0.289397,-0.291313,0.3200917,-9.917648,13.03364,1.338994,-10.42818,13.5945,-0.7578125,-0.253418,0.7277832,0.0976336,-0.1646488,0.1677328,-13.42319,44.51076,5.77547,-13.5603,44.51908,Unknown
-0.1044922,-0.08300781,-0.4550781,-0.3657329,-0.3523817,0.06054974,-9.928792,13.01995,1.340326,-10.08057,12.72873,-0.7558594,-0.244873,0.7255859,0.5251145,0.2475649,-0.03074045,-13.4065,44.51841,5.774794,-13.15456,44.626,Unknown
-0.1083984,-0.08203125,-0.4526367,0.1075497,0.5331145,-0.1989923,-9.928651,13.03205,1.337541,-9.995512,13.2595,-0.7575684,-0.2429199,0.7155762,0.6930535,0.171229,-0.07654199,-13.3913,44.53181,5.773722,-13.12175,45.07132,Unknown
-0.1088867,-0.08349609,-0.4580078,-0.1825268,0.227771,0.06054974,-9.93373,13.03782,1.338388,-10.05736,13.164,-0.7521973,-0.2539063,0.7167969,0.2045038,0.09489316,0.04559542,-13.3953,44.53623,5.774361,-13.73207,44.68785,Unknown
-0.1030273,-0.08056641,-0.4558105,-0.06038928,-0.2760458,0.03001523,-9.931522,13.02424,1.338808,-9.781913,12.54839,-0.7556152,-0.2487793,0.7060547,-0.08557248,-0.07304579,-0.07654199,-13.3991,44.54985,5.773289,-13.52628,45.26715,Unknown
-0.1044922,-0.0769043,-0.439209,-0.06038928,-0.3371145,0.04528236,-9.927122,13.02258,1.339488,-9.667134,13.18896,-0.7585449,-0.2521973,0.7353516,-0.1008396,-0.3020534,0.04559542,-13.40112,44.54034,5.773973,-13.42618,44.29681,Unknown
-0.1101074,-0.08398438,-0.4528809,0.0922823,-0.2607787,0.1063511,-9.931609,13.02744,1.340977,-10.21482,13.44431,-0.7519531,-0.2514648,0.7294922,-0.1771755,-0.1951832,0.09139694,-13.40547,44.53207,5.775252,-13.49709,44.26054,Unknown
-0.1101074,-0.07421875,-0.4575195,0.04648089,-0.031771,-0.07685494,-9.911593,13.03372,1.339901,-8.96268,13.36327,-0.7573242,-0.253418,0.7265625,-0.1466411,-0.1035802,0.1066641,-13.41088,44.53088,5.776746,-13.5752,44.5435,Unknown
-0.1044922,-0.09301758,-0.4450684,0.01594663,-0.06230533,-0.04632068,-9.943156,13.03104,1.339252,-11.50063,12.94256,-0.7490234,-0.2502441,0.7307129,0.2961069,0.09489316,0.1371985,-13.40759,44.52398,5.778666,-13.44941,44.12064,Unknown
-0.1069336,-0.0769043,-0.4558105,0.2144198,0.1361679,0.259023,-9.927704,13.03292,1.343138,-9.328115,13.0252,-0.7492676,-0.2473145,0.7341309,0.3571756,0.07962596,-0.0002061129,-13.39951,44.51557,5.778664,-13.26622,44.04505,Unknown
-0.1079102,-0.078125,-0.4533691,0.3365571,0.07509923,-0.01578617,-9.914861,13.03731,1.342916,-9.516451,13.20072,-0.7575684,-0.2385254,0.7211914,0.5556489,0.1864962,-0.06127481,-13.38082,44.52627,5.777806,-12.84634,44.92279,Unknown
-0.1125488,-0.08007813,-0.463623,0.1380839,0.2430381,-0.06158781,-9.905231,13.04897,1.342054,-9.528136,13.45332,-0.7595215,-0.2495117,0.7216797,0.6014504,-0.02724427,0.1219313,-13.37286,44.53231,5.779513,-13.39546,44.84676,Unknown
-0.1105957,-0.08203125,-0.4533691,-0.1367252,0.07509923,-0.1531909,-9.908397,13.05898,1.33991,-9.969734,13.49813,-0.7539063,-0.246582,0.7175293,-0.02450383,-0.04251146,0.04559542,-13.37232,44.53743,5.780151,-13.32878,44.81779,Unknown
-0.1044922,-0.08666992,-0.4580078,-0.3657329,-0.2760458,-0.06158781,-9.924308,13.04671,1.339047,-10.45307,12.63493,-0.7548828,-0.2526855,0.7226563,-0.299313,-0.3020534,0.04559542,-13.38084,44.53449,5.78079,-13.59311,44.59765,Unknown
-0.1032715,-0.08081055,-0.447998,-0.3351984,-0.2607787,0.0147481,-9.929804,13.03783,1.339254,-9.969147,12.78159,-0.7539063,-0.255127,0.7250977,-0.3298473,-0.1035802,-3.725397,-13.39189,44.53127,5.728634,-13.70707,44.44438,Unknown
-0.104248,-0.07641602,-0.449707,0.03121376,-0.1691756,0.091084,-9.918763,13.03222,1.340529,-9.399195,12.87314,-0.7512207,-0.2497559,0.7375488,-0.1924427,0.003290057,0.01506107,-13.39361,44.52012,5.728845,-13.34603,43.97142,Unknown
-0.1052246,-0.08300781,-0.4553223,0.2907557,-0.1997099,-0.07685494,-9.91784,13.025,1.339453,-10.07207,12.80859,-0.7587891,-0.2529297,0.7268066,0.2808397,0.1101603,0.03032825,-13.39258,44.52316,5.72927,-13.53477,44.59625,Unknown
-0.1108398,-0.08300781,-0.4528809,0.1380839,0.2430381,-0.1379237,-9.919486,13.03855,1.337522,-10.09482,13.53547,-0.7556152,-0.2504883,0.7216797,0.6014504,0.03382444,0.06086259,-13.3861,44.5269,5.730122,-13.48105,44.68705,Unknown
-0.1098633,-0.0769043,-0.4570313,0.06174803,-0.123374,0.06054974,-9.906085,13.0428,1.33837,-9.291758,13.33592,-0.7558594,-0.2473145,0.7304688,0.479313,0.07962596,-0.06127481,-13.3766,44.52594,5.729264,-13.23979,44.42444,Unknown
-0.1079102,-0.08251953,-0.4538574,-0.1825268,0.1056336,0.1521528,-9.911269,13.04682,1.340652,-10.03112,13.16628,-0.7573242,-0.2441406,0.7211914,0.3266413,-0.01197708,-0.04600763,-13.36707,44.53217,5.728574,-13.14053,44.84644,Unknown
-0.1035156,-0.08178711,-0.4523926,-0.2130611,-0.07757253,0.2132213,-9.915654,13.03869,1.343424,-9.994788,12.68955,-0.7539063,-0.2490234,0.7294922,-0.03977096,-0.07304579,-0.04600763,-13.36731,44.52788,5.727976,-13.35354,44.36425,Unknown
-0.105957,-0.07836914,-0.4516602,-0.2283282,-0.1997099,-0.1073892,-9.912463,13.03528,1.341813,-9.588302,13.01483,-0.7570801,-0.2509766,0.7297363,-0.03977096,-0.1493817,0.1371985,-13.36903,44.52418,5.730034,-13.42424,44.45249,Unknown
-0.1086426,-0.08300781,-0.4477539,-0.1214581,-0.1691756,-0.0005190372,-9.920136,13.04062,1.341806,-10.21283,13.41845,-0.7531738,-0.248291,0.7250977,-0.2382443,-0.1493817,-0.1528779,-13.37211,44.52165,5.727893,-13.35962,44.50019,Unknown
-0.09570313,-0.08178711,-0.4519043,-0.1214581,-0.2302443,0.0147481,-9.924211,13.01208,1.342012,-10.04052,11.77151,-0.7558594,-0.2539063,0.7304688,-0.1161069,-0.05777865,0.06086259,-13.37786,44.51733,5.728745,-13.57977,44.34511,Unknown
-0.1086426,-0.07617188,-0.4499512,0.0006792545,-0.291313,0.2132213,-9.912615,13.01566,1.344997,-9.344852,13.39096,-0.7519531,-0.2521973,0.7316895,0.2045038,-0.07304579,0.03032825,-13.37781,44.50948,5.72917,-13.51594,44.17471,Unknown
-0.1101074,-0.08154297,-0.4545898,0.1991527,-0.031771,0.1521528,-9.909416,13.0231,1.347127,-9.889328,13.40943,-0.760498,-0.2497559,0.7214355,0.3266413,0.2322977,-0.2444809,-13.37381,44.52026,5.725747,-13.40143,44.88923,Unknown
-0.1052246,-0.07617188,-0.4614258,0.1380839,0.04456491,-0.1837251,-9.892198,13.01685,1.344555,-9.143202,12.68023,-0.7531738,-0.2492676,0.7214355,0.2961069,0.1254275,0.03032825,-13.3711,44.52394,5.726171,-13.4417,44.61798,Unknown
-0.1066895,-0.08398438,-0.4599609,-0.07565641,-0.09283972,0.03001523,-9.897104,13.01232,1.344975,-10.08561,12.85373,-0.7514648,-0.2502441,0.7224121,0.4029771,0.1254275,0.1219313,-13.36814,44.5253,5.727879,-13.49939,44.50634,Unknown
-0.1079102,-0.08007813,-0.4526367,-0.1214581,-0.291313,0.1216183,-9.896118,13.0123,1.346678,-9.764492,13.21141,-0.7563477,-0.2509766,0.7167969,-0.02450383,-0.1951832,0.1371985,-13.37195,44.52977,5.729799,-13.54176,44.88217,Unknown
-0.1115723,-0.08959961,-0.4526367,-0.02985501,-0.06230533,0.1674199,-9.916194,13.02307,1.349022,-10.87944,13.59333,-0.7563477,-0.2526855,0.7324219,-0.222977,-0.2257175,-0.03074045,-13.37748,44.52228,5.729369,-13.49575,44.3101,Unknown
-0.1054688,-0.07666016,-0.447998,-0.1061909,-0.2607787,0.1674199,-9.908459,13.02031,1.351366,-9.456577,13.06424,-0.7529297,-0.2524414,0.7314453,-0.1924427,-0.04251146,0.04559542,-13.38301,44.5156,5.730007,-13.52196,44.21748,Unknown
-0.1008301,-0.07666016,-0.4509277,0.1838853,-0.07757253,-0.06158781,-9.896168,13.00747,1.350504,-9.420041,12.43162,-0.7595215,-0.2497559,0.7258301,0.2503054,-0.01197708,-0.0002061129,-13.37937,44.51906,5.730004,-13.37286,44.69696,Unknown
-0.1240234,-0.08398438,-0.4560547,0.07701516,0.09036642,-0.06158781,-9.898639,13.04812,1.34958,-10.0763,14.97339,-0.7597656,-0.2512207,0.7387695,0.1129008,-0.05777865,-0.1834122,-13.37686,44.51254,5.727253,-13.33643,44.23552,Unknown
-0.1083984,-0.07861328,-0.4526367,0.2144198,-0.1081069,0.1216183,-9.889462,13.0512,1.351282,-9.586926,13.27612,-0.7504883,-0.2497559,0.7329102,0.4640458,0.1254275,0.03032825,-13.3708,44.50612,5.727677,-13.39225,44.10544,Unknown
-0.104248,-0.08349609,-0.4655762,0.1228168,0.1514351,0.1368854,-9.888519,13.04083,1.353199,-9.92657,12.42904,-0.7563477,-0.2526855,0.7294922,0.4487787,0.2322977,0.1982672,-13.36764,44.50744,5.730453,-13.52094,44.41264,Unknown
-0.1086426,-0.08032227,-0.4550781,0.0006792545,-0.031771,-0.168458,-9.88557,13.04421,1.351009,-9.741442,13.22998,-0.7590332,-0.2541504,0.7236328,0.2961069,-0.1493817,0.04559542,-13.36898,44.50943,5.731046,-13.62285,44.70215,Unknown
-0.1064453,-0.08325195,-0.4675293,-0.1825268,0.01403052,-0.06158781,-9.887536,13.03621,1.350085,-9.84977,12.63403,-0.7629395,-0.253418,0.720459,0.05183208,-0.08831299,4.060863,-13.37237,44.51735,5.791959,-13.57695,44.97037,Unknown
-0.1086426,-0.08154297,-0.4541016,-0.07565641,-0.3371145,-0.1226563,-9.888949,13.03588,1.348368,-9.906301,13.25066,-0.763916,-0.2543945,0.7265625,-0.1771755,0.09489316,-3.694863,-13.37868,44.5239,5.740231,-13.56624,44.77976,Unknown
-0.109375,-0.0793457,-0.4533691,-0.07565641,-0.09283972,-0.1073892,-9.885318,13.04124,1.346864,-9.655424,13.36767,-0.7463379,-0.255127,0.7290039,-0.1466411,-0.05777865,0.1066641,-13.38795,44.513,5.741724,-13.7414,44.01845,Unknown
-0.1069336,-0.07885742,-0.4553223,-0.01458788,-0.3065802,0.03001523,-9.879216,13.03679,1.347285,-9.570235,13.02934,-0.75,-0.251709,0.7314453,0.2350382,-0.01197708,-0.0002061129,-13.38717,44.50487,5.741721,-13.51019,44.11467,Unknown
-0.1083984,-0.0793457,-0.4572754,0.4281602,0.01403052,-0.0310533,-9.867426,13.03918,1.34685,-9.583402,13.14649,-0.7556152,-0.2478027,0.7307129,0.4945802,0.06435877,-0.1528779,-13.37794,44.50367,5.739581,-13.26508,44.40078,Unknown
-0.1108398,-0.0793457,-0.4599609,0.2449541,0.1361679,-0.1531909,-9.856879,13.04757,1.344552,-9.520182,13.35855,-0.7536621,-0.2473145,0.7224121,0.5709161,0.171229,-0.09180916,-13.36854,44.50863,5.738204,-13.32749,44.62574,Unknown
-0.1098633,-0.07836914,-0.4538574,-0.1672597,-0.1081069,0.04528236,-9.852412,13.05357,1.345141,-9.526969,13.41637,-0.7521973,-0.2507324,0.729248,0.2961069,0.1254275,0.09139694,-13.36658,44.5058,5.739392,-13.45915,44.28726,Unknown
-0.1000977,-0.08081055,-0.456543,-0.1519923,-0.4897862,0.3353589,-9.853637,13.02944,1.349836,-9.80937,12.1829,-0.7602539,-0.253418,0.7214355,0.00603056,0.03382444,0.1219313,-13.37102,44.51284,5.741099,-13.59291,44.83482,Unknown
-0.1098633,-0.08032227,-0.4521484,-0.2588627,-0.4745191,0.1216183,-9.855996,13.03142,1.351538,-9.79405,13.45428,-0.755127,-0.2509766,0.7241211,-0.3603816,-0.2409847,0.1677328,-13.37834,44.5108,5.743447,-13.48976,44.57619,Unknown
-0.1096191,-0.08129883,-0.4484863,-0.1367252,-0.4287176,0.259023,-9.860489,13.03537,1.355165,-9.986841,13.52286,-0.748291,-0.2502441,0.7348633,-0.4367175,-0.1646488,-0.0002061129,-13.38517,44.49728,5.743444,-13.41999,43.94741,Unknown
-0.1035156,-0.07861328,-0.4528809,0.1380839,-0.1691756,0.1368854,-9.853477,13.02617,1.357081,-9.604645,12.69149,-0.7526855,-0.2514648,0.7277832,0.1739695,0.1101603,0.03032825,-13.38518,44.49581,5.743869,-13.50533,44.34845,Unknown
-0.1086426,-0.07958984,-0.4519043,0.06174803,-0.1081069,0.2437558,-9.849905,13.03057,1.360494,-9.717187,13.32043,-0.7539063,-0.25,0.7290039,0.1587023,0.1559618,0.07612977,-13.38347,44.49543,5.744935,-13.40821,44.36967,Unknown
-0.1044922,-0.07885742,-0.4550781,0.04648089,-0.031771,0.1368854,-9.843992,13.02449,1.36241,-9.586129,12.74811,-0.7519531,-0.2351074,0.7209473,0.2808397,-0.1188473,-0.06127481,-13.3663,44.49906,5.744077,-12.71799,44.75867,Unknown
-0.1062012,-0.08032227,-0.4492188,-0.01458788,-0.01650381,0.182687,-9.844733,13.02579,1.364968,-9.871072,13.10081,-0.7580566,-0.251709,0.7226563,0.0976336,-0.01197708,-0.0002061129,-13.36792,44.50351,5.744074,-13.51393,44.72988,Unknown
-0.1066895,-0.08081055,-0.4550781,0.0006792545,-0.123374,0.0147481,-9.844004,13.02354,1.365174,-9.808759,12.99797,-0.7575684,-0.2553711,0.7265625,0.2503054,-0.1646488,-0.1070763,-13.3706,44.50176,5.742575,-13.6737,44.52871,Unknown
-0.112793,-0.08300781,-0.4592285,-0.1519923,-0.3065802,0.1674199,-9.848331,13.03061,1.367518,-9.956134,13.58765,-0.755127,-0.2529297,0.7243652,-0.222977,0.01855725,-0.0002061129,-13.37802,44.50285,5.742572,-13.58875,44.54361,Unknown
-0.1044922,-0.08398438,-0.4450684,-0.197794,-0.4134504,0.3964274,-9.862268,13.02415,1.373068,-10.40945,12.99119,-0.7578125,-0.2514648,0.7312012,-0.05503809,-0.2867863,0.01506107,-13.37982,44.49731,5.742783,-13.43041,44.42293,Unknown
-0.1091309,-0.07592773,-0.4450684,-0.2435954,-0.2302443,-0.0310533,-9.856523,13.03228,1.372633,-9.407851,13.58824,-0.7548828,-0.2556152,0.7294922,-0.3756489,-0.2104504,-0.06127481,-13.39108,44.49091,5.741925,-13.68506,44.32138,Unknown
-0.1066895,-0.07397461,-0.4448242,0.04648089,-0.291313,0.1216183,-9.842476,13.03386,1.374336,-9.186027,13.31123,-0.7583008,-0.25,0.7434082,-0.05503809,-0.179916,0.04559542,-13.38897,44.4793,5.742563,-13.24749,44.03373,Unknown
-0.1030273,-0.08105469,-0.451416,0.3976259,0.1056336,-0.0005190372,-9.838368,13.02795,1.374328,-9.92931,12.66069,-0.7570801,-0.2490234,0.7338867,0.3113741,0.1254275,-0.1223435,-13.38238,44.47816,5.740728,-13.28836,44.33041,Unknown
-0.1091309,-0.08251953,-0.4475098,0.2907557,0.07509923,-0.0005190372,-9.84103,13.03807,1.374321,-10.15664,13.48595,-0.7587891,-0.2478027,0.7202148,0.6625191,0.1559618,-0.01547329,-13.37281,44.48843,5.740527,-13.32587,44.89207,Unknown
-0.1047363,-0.08276367,-0.4560547,0.1686182,-0.1386412,0.091084,-9.842338,13.02993,1.375688,-10.03034,12.73308,-0.7585449,-0.2438965,0.7236328,0.4640458,0.04909158,-0.0002061129,-13.36046,44.49555,5.740524,-13.09679,44.80861,Unknown
-0.1096191,-0.07958984,-0.4489746,-0.197794,-0.1386412,0.1674199,-9.843628,13.03778,1.378032,-9.771159,13.51774,-0.7524414,-0.2456055,0.7202148,0.1892367,-0.179916,4.07613,-13.35602,44.49674,5.79759,-13.2681,44.67821,Unknown
-0.1088867,-0.08007813,-0.4411621,-0.1672597,-0.4592519,0.2132213,-9.848939,13.04373,1.381017,-9.994491,13.65001,-0.7519531,-0.2524414,0.7299805,-0.222977,-0.2715191,-0.1528779,-13.36283,44.48771,5.795449,-13.54335,44.23159,Unknown
-0.1032715,-0.07568359,-0.4404297,0.01594663,-0.3523817,0.091084,-9.841713,13.03861,1.382201,-9.497777,13.01216,-0.753418,-0.253418,0.7231445,-0.3756489,-0.1341145,0.04559542,-13.37316,44.48656,5.796042,-13.64009,44.51572,Unknown
