
-10.3414 13.02846 0.011 1    Unknown
05.25  -0.7246094 -0.307373 0.7348633 0.03656495 0.1254275 0.09139694 -16.30615 42.66632 23.38872 -16.58531 42.29208 0.011 2    Unknown
05.25  -0.1049805 -0.08325195 -0.4399414 0.0006792545 0.227771 -0.260061 -10.02455 13.01489 6.006081 -10.42948 13.19537 0.015 1    Unknown
05.25  -0.7319336 -0.3007813 0.7368164 0.2503054 -0.1646488 0.03032825 -16.29938 42.66266 23.38918 -16.15161 42.60458 0.015 2    Unknown
05.25  -0.1049805 -0.07763672 -0.451416 -0.1519923 0.1361679 -0.3516641 -10.01633 13.01464 6.001158 -9.509586 12.90885 0.014 1    Unknown
05.25  -0.7287598 -0.3037109 0.7282715 0.3419085 0.07962596 0.1677328 -16.2972 42.665 23.39152 -16.42476 42.72485 0.014 2    Unknown
05.25  -0.104248 -0.08276367 -0.4575195 -0.1367252 0.04456491 -0.0310533 -10.01794 13.00771 6.000723 -10.00272 12.63761 0.014 1    Unknown
05.25  -0.7304688 -0.3015137 0.7214355 0.479313 0.1254275 0.07612977 -16.29201 42.67446 23.39259 -16.3665 43.052 0.014 2    Unknown
05.25  -0.1057129 -0.08618164 -0.4641113 -0.289397 -0.2302443 0.1674199 -10.0268 12.99685 6.003067 -10.26248 12.62292 0.014 1    Unknown
05.25  -0.7316895 -0.3012695 0.7333984 0.5098474 -0.04251146 0.3051374 -16.28347 42.67443 23.39686 -16.21485 42.7021 0.014 2    Unknown
05.25  -0.1052246 -0.08251953 -0.4506836 -0.1672597 -0.2607787 0.2742901 -10.03075 12.99202 6.006907 -10.10978 12.93425 0.014 1    Unknown
05.25  -0.7282715 -0.2995605 0.7358398 -0.02450383 -0.08831299 0.1066641 -16.28089 42.66994 23.39836 -16.13767 42.51041 0.014 2    Unknown
05.25  -0.104248 -0.08276367 -0.4487305 -0.07565641 -0.6119237 -0.1379237 -10.03487 12.98117 6.004976 -10.18484 12.86917 0.014 1    Unknown
05.25  -0.7324219 -0.3049316 0.734375 -0.1619084 0.01855725 -0.01547329 -16.28516 42.66975 23.39814 -16.38333 42.64793 0.014 2    Unknown
05.25  -0.1083984 -0.08227539 -0.4477539 0.2449541 -0.1539084 0.03001523 -10.03333 12.9873 6.005396 -10.12583 13.39315 0.014 1    Unknown
05.25  -0.7258301 -0.307373 0.7365723 -0.02450383 -0.1951832 -0.09180916 -16.29087 42.65935 23.39685 -16.55387 42.28368 0.014 2    Unknown
05.25  -0.1047363 -0.08129883 -0.4533691 0.1380839 -0.1997099 -0.2753282 -10.02885 12.98083 6.001266 -9.910666 12.81069 0.015 1    Unknown
05.25  -0.7316895 -0.2998047 0.7312012 0.2045038 -0.01197708 -0.0002061129 -16.28531 42.6619 23.39685 -16.16311 42.79551 0.015 2    Unknown
05.26  -0.1220703 -0.08203125 -0.4538574 0.1838853 0.01403052 -0.168458 -10.02376 13.0179 5.998908 -9.900639 14.82474 0.014 1    Unknown
05.26  -0.7316895 -0.3024902 0.7346191 0.1434351 0.01855725 0.03032825 -16.28292 42.66181 23.39727 -16.26422 42.64477 0.014 2    Unknown
05.26  -0.105957 -0.08740234 -0.449707 -0.1061909 -0.1844428 0.06054974 -10.03899 13.01547 5.999755 -10.71228 13.02271 0.014 1    Unknown
05.26  -0.7368164 -0.3005371 0.7399902 0.4487787 -0.02724427 0.07612977 -16.27222 42.66204 23.39834 -16.05574 42.69244 0.014 2    Unknown
05.26  -0.1030273 -0.08447266 -0.4570313 -0.1214581 -0.4592519 -0.0310533 -10.04429 12.99883 5.999321 -10.22087 12.4988 0.014 1    Unknown
05.26  -0.7304688 -0.2998047 0.7148438 0.4945802 0.03382444 -0.03074045 -16.26695 42.67526 23.39791 -16.34834 43.29953 0.014 2    Unknown
05.26  -0.1052246 -0.08276367 -0.4555664 0.2144198 0.3957099 -0.1226563 -10.04123 13.00035 5.997603 -10.03804 12.80333 0.014 1    Unknown
05.26  -0.7319336 -0.3017578 0.7314453 0.0976336 0.01855725 0.09139694 -16.26543 42.67741 23.39919 -16.25772 42.77004 0.014 2    Unknown
05.26  -0.1113281 -0.08666992 -0.4526367 -0.1214581 0.04456491 0.06054974 -10.05273 13.01257 5.998451 -10.53309 13.58055 0.014 1    Unknown
05.26  -0.7207031 -0.3083496 0.7299805 -0.03977096 -0.05777865 0.07612977 -16.27527 42.66879 23.40026 -16.73034 42.28592 0.014 2    Unknown
05.26  -0.1088867 -0.08789063 -0.4377441 -0.2741299 -0.1691756 0.1063511 -10.07622 13.02394 6.000047 -11.02556 13.70564 0.015 1    Unknown
05.26  -0.730957 -0.3103027 0.7382813 -0.02450383 -0.2104504 0.2135344 -16.28272 42.66007 23.40346 -16.62972 42.38784 0.015 2    Unknown
05.26  -0.1010742 -0.0847168 -0.4519043 -0.04512215 -0.2607787 0.07581687 -10.08266 13.00785 6.001108 -10.36739 12.39831 0.014 1    Unknown
05.26  -0.7260742 -0.3044434 0.7370605 -0.3298473 0.003290057 0.07612977 -16.28953 42.65326 23.40452 -16.39682 42.31731 0.014 2    Unknown
05.26  -0.1125488 -0.08081055 -0.4509277 0.06174803 -0.031771 0.3658931 -10.07743 13.02332 6.006231 -9.863711 13.80305 0.014 1    Unknown
05.26  -0.730957 -0.3037109 0.7382813 -0.009236574 -0.179916 -0.1223435 -16.28977 42.64729 23.40281 -16.29538 42.47816 0.014 2    Unknown
05.26  -0.1054688 -0.08251953 -0.4465332 0.0922823 0.1819695 0.04528236 -10.07853 13.02687 6.006865 -10.19575 13.07579 0.014 1    Unknown
05.26  -0.7270508 -0.3029785 0.7321777 0.3419085 0.06435877 0.06086259 -16.28656 42.64598 23.40366 -16.36383 42.53771 0.014 2    Unknown
05.26  -0.1071777 -0.08032227 -0.458252 0.1075497 -0.01650381 0.06054974 -10.06909 13.02555 6.007773 -9.685561 12.97299 0.015 1    Unknown
05.26  -0.7294922 -0.307373 0.7307129 0.4029771 0.1406947 -0.09180916 -16.28647 42.64755 23.40229 -16.57783 42.62115 0.015 2    Unknown
05.26  -0.1037598 -0.08520508 -0.4501953 0.01594663 0.07509923 -0.09212208 -10.07648 13.02126 6.006483 -10.4495 12.75982 0.014 1    Unknown
05.26  -0.7312012 -0.3012695 0.7263184 0.2961069 0.2017633 0.04559542 -16.28257 42.65576 23.40293 -16.29451 42.91978 0.014 2    Unknown
05.26  -0.09887695 -0.08374023 -0.4570313 0.1380839 0.01403052 -0.0005190372 -10.07612 13.0013 6.006476 -10.15309 12.01354 0.014 1    Unknown
05.26  -0.7404785 -0.3095703 0.7229004 0.2808397 -0.05777865 0.04559542 -16.28615 42.6674 23.40356 -16.65445 43.27747 0.014 2    Unknown
05.26  -0.1113281 -0.08520508 -0.4538574 -0.197794 -0.3523817 0.07581687 -10.08417 13.00718 6.007613 -10.33324 13.55431 0.015 1    Unknown
05.26  -0.7272949 -0.3029785 0.7307129 0.03656495 -0.1646488 0.2746031 -16.28743 42.66355 23.40768 -16.37686 42.59609 0.015 2    Unknown
05.26  -0.1088867 -0.08251953 -0.4575195 -0.1825268 -0.4592519 0.1979542 -10.08403 13.00437 6.010385 -9.951935 13.18189 0.014 1    Unknown
05.26  -0.7287598 -0.2978516 0.7429199 -0.1466411 -0.1188473 0.2746031 -16.28312 42.655 23.41153 -15.97153 42.31757 0.014 2    Unknown
05.26  -0.1010742 -0.07958984 -0.4453125 0.1075497 -0.2760458 0.091084 -10.07872 12.99267 6.011569 -9.88704 12.5949 0.013 1    Unknown
05.26  -0.7297363 -0.302002 0.7375488 0.128168 -0.05777865 4.030328 -16.2804 42.65072 23.46392 -16.22893 42.47791 0.013 2    Unknown
05.26  -0.1054688 -0.08081055 -0.458252 0.1686182 0.3041069 0.04528236 -10.06986 12.9924 6.012202 -9.751165 12.77073 0.014 1    Unknown
05.26  -0.7304688 -0.3029785 0.7294922 0.2045038 0.04909158 -0.01547329 -16.27911 42.6536 23.46371 -16.35616 42.76115 0.014 2    Unknown
05.26  -0.1032715 -0.08007813 -0.4575195 0.04648089 0.07509923 -0.168458 -10.06155 12.98436 6.009676 -9.688766 12.53526 0.015 1    Unknown
05.26  -0.732666 -0.3007813 0.7404785 0.2808397 -0.1341145 0.1066641 -16.27152 42.6488 23.46531 -16.1058 42.51174 0.015 2    Unknown
05.26  -0.09399414 -0.08959961 -0.4506836 -0.02985501 -0.2149771 0.3964274 -10.081 12.95294 6.015225 -11.01326 11.5607 0.014 1    Unknown
05.26  -0.7265625 -0.2983398 0.7319336 0.3113741 0.1406947 -0.0002061129 -16.2645 42.64955 23.4653 -16.13409 42.59025 0.014 2    Unknown
05.26  -0.104248 -0.08422852 -0.4575195 0.1991527 -0.06230533 -0.1073892 -10.08017 12.94564 6.013722 -10.17609 12.6307 0.014 1    Unknown
05.26  -0.7241211 -0.3024902 0.7268066 0.4182443 -0.1493817 -3.725397 -16.26202 42.64668 23.41315 -16.42739 42.60851 0.014 2    Unknown
05.26  -0.09472656 -0.08203125 -0.4541016 0.1075497 -0.5050534 0.2742901 -10.07765 12.91181 6.017562 -10.02843 11.6005 0.014 1    Unknown
05.26  -0.7353516 -0.2990723 0.7263184 0.03656495 0.003290057 0.04559542 -16.25904 42.65604 23.41379 -16.13815 43.11206 0.014 2    Unknown
05.26  -0.1018066 -0.08398438 -0.4621582 -0.4268017 -0.3065802 0.1521528 -10.08322 12.89394 6.019692 -10.06335 12.2289 0.014 1    Unknown
05.26  -0.7285156 -0.3015137 0.7280273 -0.07030535 -0.1188473 0.1677328 -16.26118 42.65636 23.41613 -16.31746 42.75398 0.014 2    Unknown
05.26  -0.1008301 -0.07836914 -0.435791 -0.1367252 -0.4592519 0.3048244 -10.08219 12.88634 6.02396 -9.937556 12.82861 0.014 1    Unknown
05.26  -0.7299805 -0.3076172 0.729248 -0.1161069 0.003290057 -0.09180916 -16.26956 42.65699 23.41485 -16.60077 42.6855 0.014 2    Unknown
05.26  -0.1057129 -0.07421875 -0.4506836 0.1380839 -0.2760458 -0.01578617 -10.06082 12.88545 6.023739 -9.108649 13.03131 0.014 1    Unknown
05.26  -0.7255859 -0.3046875 0.7255859 -0.1924427 -0.179916 0.01506107 -16.27756 42.65491 23.41506 -16.53761 42.67633 0.014 2    Unknown
05.26  -0.1054688 -0.07910156 -0.4501953 0.04648089 0.09036642 -0.4432673 -10.05312 12.88884 6.017533 -9.707792 12.99296 0.014 1    Unknown
05.26  -0.729248 -0.3034668 0.7351074 0.08236647 -0.02724427 -0.04600763 -16.27757 42.65184 23.41442 -16.33445 42.51979 0.014 2    Unknown
05.26  -0.1091309 -0.08349609 -0.4543457 0.3518243 0.1972366 -0.0310533 -10.04951 12.89979 6.017067 -10.13125 13.29172 0.015 1    Unknown
05.26  -0.7263184 -0.2958984 0.7302246 0.4335115 -0.02724427 -0.07654199 -16.26623 42.65183 23.41327 -16.02926 42.67118 0.015 2    Unknown
05.26  -0.1035156 -0.08081055 -0.4545898 0.1228168 0.04456491 -0.1073892 -10.0435 12.89514 6.015564 -9.833313 12.6366 0.014 1    Unknown
05.26  -0.729248 -0.3029785 0.7346191 0.4029771 0.262832 0.1219313 -16.26167 42.65325 23.41497 -16.31474 42.54268 0.014 2    Unknown
05.26  -0.1037598 -0.07885742 -0.4597168 0.1075497 -0.0470382 -0.2447939 -10.03125 12.88747 6.012382 -9.49906 12.54149 0.013 1    Unknown
05.26  -0.7329102 -0.2973633 0.7280273 0.1587023 -0.07304579 0.07612977 -16.25558 42.65892 23.41596 -16.05854 42.98309 0.013 2    Unknown
05.26  -0.1035156 -0.08398438 -0.4440918 -0.04512215 -0.0470382 -0.3821983 -10.04 12.88703 6.006649 -10.43565 12.90026 0.015 1    Unknown
05.26  -0.7331543 -0.2978516 0.7277832 0.219771 -0.05777865 0.442542 -16.24891 42.66477 23.4226 -16.08352 42.9941 0.015 2    Unknown
05.26  -0.1049805 -0.08447266 -0.4521484 -0.381 -0.4439847 0.1674199 -10.05071 12.88033 6.008992 -10.31406 12.85655 0.014 1    Unknown
05.26  -0.7338867 -0.3027344 0.7333984 0.05183208 -0.2104504 0.1219313 -16.24855 42.66394 23.42431 -16.26643 42.76764 0.014 2    Unknown
05.26  -0.1096191 -0.08300781 -0.4538574 0.1075497 0.02929771 0.1521528 -10.04899 12.89066 6.01234 -10.08083 13.36492 0.022 1    Unknown
05.26  -0.7336426 -0.3005371 0.7456055 0.5098474 0.09489316 -0.1223435 -16.23319 42.66038 23.42162 -16.03014 42.38382 0.022 2    Unknown
05.26  -0.1052246 -0.08227539 -0.4604492 0.1075497 -0.123374 -0.0310533 -10.04416 12.88472 6.011905 -9.881452 12.67836 0.014 1    Unknown
05.26  -0.7319336 -0.2988281 0.7248535 0.1587023 -0.1035802 0.2288015 -16.22989 42.66639 23.42482 -16.177 43.03161 0.014 2    Unknown
05.26  -0.1052246 -0.08740234 -0.4533691 -0.1519923 -0.5203207 0.1368854 -10.05808 12.87665 6.013821 -10.63584 12.83835 0.014 1    Unknown
05.26  -0.737793 -0.2995605 0.7358398 0.06709921 -0.04251146 -0.01547329 -16.22515 42.6701 23.4246 -16.03897 42.88132 0.014 2    Unknown
