xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,tilt_accz_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,tilt_accz_S2,Posture
-1.7528921072210404,0.88782838143232,0.1484076180357519,0.354509348058998,1.1376090996495036,-1.9470040970678393,0.8242396636276773,33.67112,0.14331376751627364,0.8109726782573714,1.651182267133124,0.11433555426833208,0.05932213333521042,1.100034193795996,-0.7993084461201931,2.3919802291891066,0.790799801448578,0.6130436341586702,1.0994670587417072,23.58303,-1.1034422539568853,1.0129040013557307,-0.08064193147463761,-1.1134868535774436,LL
-1.7909511736380537,0.9312729115192859,0.15559581986279222,0.62398178004883,1.1008524063890222,-1.4539373696823368,0.8251358016670883,33.68242,0.14249706309219332,0.8444301256400931,1.6890397986959025,0.12180165404957013,0.005968023017889441,1.129083179998136,-0.9518343457210096,1.7339630208756325,0.14165792389276372,1.3416999218214238,1.1011119704460486,23.57637,-1.1030540763070307,1.1087014213260007,-0.053659183890679946,-1.1238808506876405,LL
-1.7175500343397527,0.9264455218181902,0.1412194162087116,1.1292427555026863,0.25545568402931,-1.3443671851760892,0.8258520539801057,33.68406,0.1416563379497576,0.8163542445739457,1.6474732167191186,0.11950134927215587,-0.006837487951856562,1.100034193795996,-1.049885116024666,1.2169499398548265,-0.359951866013291,1.7274594467130189,1.1025196182447048,23.56496,-1.1026529594021766,1.1204417702462648,-0.057092902534283,-1.1357467927302107,LL
-1.6740536402854702,0.8130063125939548,0.1391655841711786,0.48924556405391395,0.07167359002686133,-1.5087226413569386,0.8248001612263789,33.67614,0.14050051750183687,0.7521903417030406,1.5738140672791348,0.10530742320243129,-0.026044443172503245,1.1116542642166602,-0.979070794761782,0.2769263241030952,-0.6255098093194497,1.8560454870986092,1.1029782104206194,23.56001,-1.1013849124126471,1.115030507704386,-0.03143201634067666,-1.0919241514979046,LL
-1.7284246896142939,0.8347290719431626,0.17818713105835554,1.162926644028494,-0.25913390471755443,-0.35823369452078857,0.8251434797163857,33.66816,0.1402249857324675,0.7990031814906048,1.588921705580184,0.13123036030244703,-0.00043429538899278743,1.1755610819817521,-1.0063072438025544,-1.5091202082575654,-2.6319492781713203,-0.199879416515292,1.1029126972526315,23.53156,-1.1027047164221593,1.167934724133793,-0.0529231548233522,-1.1549724594346615,LL
-1.744735559004165,0.8274884816972422,0.14635378599821894,2.2744998192525054,-0.736967089109192,-0.6869446427667822,0.8260747174097274,33.66101,0.1393030140426533,0.7798370986853601,1.623408169132122,0.10427313383076849,-0.01323980635873879,1.2452791248066966,-0.9409393198615773,-0.09908379948485965,-1.9237947626882304,-0.199879416515292,1.1049931829927833,23.51848,-1.1037269175667823,1.2114959191541215,-0.030080245641935666,-1.1418669848174583,LL
-1.7692029766109119,0.921619120728543,0.21207388754737497,2.543973575025709,-0.9942617751431537,-0.7417299144413837,0.8287433879726245,33.65305,0.13962517426530088,0.8693237013192828,1.6231805125911303,0.16508779462455644,-0.03671526523596764,1.2220413636644096,-1.0880165909248707,1.122947701422792,-1.45169072160733,1.5131487243274506,1.108759304838999,23.50794,-1.1039857026666842,1.2462048981760132,-0.03104514593867997,-1.1619835655599262,LL
-1.6658982055905338,1.0085081809024747,0.1915364083893451,1.4997672943310647,-1.729389621493315,-1.892219184236193,0.8308142675545188,33.63787,0.13983429581333548,0.8740758126659569,1.6011083353398932,0.17706619373421698,-0.01964212476562102,1.1639433912601296,-0.9191492681427128,1.3579537592896482,0.2301772769816065,0.5273197943995868,1.1104006752910163,23.51184,-1.1036104642718252,1.1377351305634666,-0.02614522098162788,-1.0957847789959774,LL
-1.6658982055905338,0.9023095619241599,0.1340312143816708,0.08503702638444703,-0.7737235416152947,-1.9470040970678393,0.8300925309205746,33.62982,0.13885227232763303,0.7885651760332139,1.6073443733589072,0.1167199303812841,-0.021775939515921328,0.7456351343104607,-0.913702870820806,0.7939394051239014,0.43672254370703306,-0.2870606137692154,1.1045788564709147,23.51101,-1.1004791645629812,0.7859286471924578,-0.04660448832486055,-0.9323988915022744,LL
-1.6495862226787223,0.8998963613793352,0.15559581986279222,-0.5886441639054139,-0.3694030455569219,-0.5773744582605347,0.8290669629072954,33.62067,0.13860923917721424,0.797071028409085,1.5771343503692925,0.13463418966902602,-0.028179132078784856,1.0942253484351847,-0.8210984978390576,0.8409403704109955,0.2596837602224345,-1.1871657039379957,1.1041946305937975,23.52017,-1.099819262558225,1.050132566276297,-0.009823191231511246,-1.0219422082217964,LL
