sensor-1-1,sensor-1-2,sensor-1-3,sensor-1-4,sensor-1-5,sensor-1-6,sensor-1-7,sensor-1-8,sensor-1-9,sensor-1-10,sensor-1-11,sensor-1-12,sensor-2-1,sensor-2-2,sensor-2-3,sensor-2-4,sensor-2-5,sensor-2-6,sensor-2-7,sensor-2-8,sensor-2-9,sensor-2-10,sensor-2-11,sensor-2-12,sensor-3-1,sensor-3-2,sensor-3-3,sensor-3-4,sensor-3-5,sensor-3-6,sensor-3-7,sensor-3-8,sensor-3-9,sensor-3-10,sensor-3-11,sensor-3-12,posture
-0.5644531,-0.7678223,-0.2421875,-0.1743207,0.3322439,0.2246718,-51.56154,34.75405,-0.1243379,-51.34206,35.03377,0.018,-0.3710938,0.4699707,0.9082031,0.03975546,0.3099537,-0.2784122,25.5539,20.39003,0.3985776,25.59571,19.9455,0.018,0.3989258,0.284668,0.1906738,0.7100468,-0.1581373,0.5492516,33.11229,-49.38301,0.5301025,32.77441,-49.34168,0.018,NEUTRAL
-0.5622559,-0.7749023,-0.2385254,-0.05218315,0.2101065,-0.004335761,-51.56635,34.75748,-0.1244159,-51.75571,34.74027,0.018,-0.3730469,0.4736328,0.9179688,0.696244,0.1114805,-0.2936794,25.56606,20.38134,0.3932914,25.54757,19.85696,0.018,0.4013672,0.2895508,0.1992188,0.7711155,-0.4940152,0.778259,33.12105,-49.37991,0.5441112,32.87016,-48.79234,0.018,NEUTRAL
-0.567627,-0.776123,-0.2409668,0.4363665,0.164305,0.3468093,-51.55753,34.76405,-0.1178266,-51.53164,34.93322,0.019,-0.3803711,0.4831543,0.9172363,0.4825035,0.4015569,-0.04940459,25.58264,20.38415,0.3923527,25.94622,20.14825,0.019,0.4020996,0.2893066,0.1875,0.3131001,0.02506882,0.4729156,33.12661,-49.37966,0.5530966,33.10759,-49.39081,0.019,NEUTRAL
-0.5637207,-0.7675781,-0.2431641,1.001252,0.0574348,0.1636032,-51.53564,34.76972,-0.1148817,-51.34623,34.99675,0.018,-0.4057617,0.4748535,0.9257813,0.07028985,0.3252209,-0.003603071,25.57549,20.4083,0.3922878,25.16323,21.30494,0.018,0.4016113,0.2880859,0.185791,0.06882524,0.4678168,0.09123611,33.1266,-49.37416,0.5547388,33.06555,-49.5172,0.018,NEUTRAL
-0.5632324,-0.7714844,-0.2224121,-0.02164888,0.1490378,0.1483361,-51.54275,34.77809,-0.1120633,-51.87081,35.04942,0.019,-0.3835449,0.4824219,0.9179688,-0.06711471,-0.04119134,0.3170076,25.58012,20.40532,0.398311,25.86911,20.29717,0.019,0.4016113,0.2910156,0.1889648,0.2214971,0.4525497,-0.1683059,33.13322,-49.36172,0.551541,33.25156,-49.17366,0.019,NEUTRAL
-0.5637207,-0.7758789,-0.2414551,-0.6628702,-0.2326416,0.4994811,-51.55713,34.77344,-0.1030727,-51.67714,34.75061,0.018,-0.3894043,0.4775391,0.9160156,0.1466256,-0.3770692,0.2254045,25.58371,20.40364,0.4023683,25.63031,20.65431,0.018,0.401123,0.2858887,0.1791992,0.6947796,0.2540765,-0.5194509,33.14388,-49.36863,0.5421909,33.0535,-49.93079,0.018,NEUTRAL
-0.564209,-0.7717285,-0.2438965,0.314229,0.04216766,0.6063513,-51.54971,34.77633,-0.09215835,-51.46328,34.88082,0.018,-0.3840332,0.4824219,0.9174805,-0.2350537,-0.4228707,0.07273281,25.58539,20.39468,0.4036775,25.87503,20.32868,0.018,0.402832,0.2895508,0.2041016,0.9695888,-0.7688243,-0.6568556,33.15145,-49.36824,0.5303675,32.66736,-48.67118,0.018,NEUTRAL
-0.564209,-0.7675781,-0.2375488,-0.06745028,0.2864424,0.04146576,-51.54843,34.78738,-0.09141196,-51.42609,35.07625,0.018,-0.3879395,0.4711914,0.9150391,-0.4640614,-0.3465348,0.179603,25.5728,20.39373,0.4069103,25.36534,20.6525,0.018,0.4003906,0.2792969,0.1831055,0.06882524,0.04033595,-0.183573,33.13744,-49.38353,0.5270632,32.3899,-50.16837,0.018,NEUTRAL
-0.567627,-0.7802734,-0.2416992,-0.647603,0.5001829,0.08726728,-51.56287,34.79685,-0.08975388,-51.66743,34.79531,0.019,-0.3808594,0.4736328,0.9091797,-0.5098629,-0.4381378,-0.1104733,25.56513,20.38531,0.4048113,25.66381,20.3808,0.019,0.4018555,0.2885742,0.1921387,-0.007510424,0.1930077,-0.2904432,33.1333,-49.37657,0.5215447,32.93758,-49.21508,0.019,NEUTRAL
-0.5686035,-0.7700195,-0.2409668,-0.6934044,0.255908,0.1025345,-51.56925,34.8089,-0.08790826,-51.27039,35.17337,0.018,-0.3857422,0.4829102,0.9165039,-0.05184758,0.01987743,0.07273281,25.57098,20.38642,0.4061205,25.90321,20.42321,0.018,0.3991699,0.2849121,0.1950684,0.1604283,-0.5092824,-0.2446415,33.1269,-49.38081,0.5171412,32.67139,-49.13937,0.018,NEUTRAL
