xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,tilt_accz_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,tilt_accz_S2,State_S2
-0.05444336,0.1210938,-0.447998,0.5197632,-0.2760458,-0.04632068,13.80276,3.694033,-121.4105,15.02012,6.691114,-163.4922,-0.152832,0.2272949,1.101074,0.0,-0.01197708,0.9310915,8.521744,6.463778,-9.080711,11.55597,7.741139,-13.96914,Unknown
-0.05322266,0.119873,-0.4511719,0.4281602,0.227771,-0.07685494,13.82821,3.753361,-122.2591,14.78134,6.5042,-163.7907,-0.1564941,0.2250977,1.085449,-0.2687786,-0.1188473,0.4120076,8.579604,6.49358,-9.17694,11.59915,8.035399,-14.17476,Unknown
-0.05151367,0.1228027,-0.4511719,-0.5184045,0.319374,0.350626,13.84667,3.808727,-123.0799,15.13249,6.28689,-163.5553,-0.1616211,0.2246094,1.092041,0.9373282,0.9193206,-0.4734885,8.651802,6.54219,-9.284741,11.50055,8.248401,-14.219,Unknown
-0.04370117,0.1201172,-0.4431152,0.1991527,-0.4134504,0.1674199,13.87461,3.835223,-123.894,15.09706,5.43745,-163.9094,-0.1538086,0.2287598,1.088379,1.639618,-0.07304579,-0.1528779,8.737995,6.56775,-9.385549,11.75636,7.8739,-14.21272,Unknown
-0.04370117,0.1228027,-0.4455566,0.4128931,0.227771,0.091084,13.90996,3.8699,-124.6887,15.33897,5.401626,-163.6932,-0.1474609,0.2277832,1.080811,1.395344,0.03382444,0.4883435,8.819644,6.588976,-9.472528,11.79488,7.604186,-14.09339,Unknown
-0.05175781,0.1210938,-0.4465332,-0.6100078,-0.4592519,0.1368854,13.92433,3.913413,-125.4643,15.07661,6.383124,-163.5682,-0.1557617,0.2312012,1.088623,0.2045038,0.2933664,0.4883435,8.883715,6.620857,-9.563172,11.87286,7.96735,-14.36367,Unknown
-0.04907227,0.1228027,-0.453125,0.3670917,0.6094504,0.0147481,13.95247,3.962852,-126.2294,15.07953,5.967274,-163.7301,-0.154541,0.2280273,1.09668,-0.1619084,0.1864962,0.3204046,8.936502,6.648105,-9.649508,11.63411,7.855301,-14.09977,Unknown
-0.04516602,0.1220703,-0.4470215,0.1533511,-0.3676488,-0.0005190372,13.97967,3.98953,-126.9801,15.19987,5.566971,-163.7662,-0.1557617,0.2275391,1.087402,-0.7878625,0.9956565,0.1524656,8.98024,6.689402,-9.738861,11.70252,7.981153,-14.22925,Unknown
-0.05419922,0.1218262,-0.4521484,-0.07565641,0.2735725,-0.04632068,13.99851,4.045805,-127.7126,14.97723,6.602192,-163.5692,-0.1503906,0.2253418,1.092041,-0.5435878,0.2170305,0.04559542,9.023708,6.712431,-9.822071,11.55322,7.681338,-13.93285,Unknown
-0.05078125,0.119873,-0.4477539,0.1533511,0.02929771,-0.09212208,14.01873,4.090362,-128.4355,14.89658,6.252111,-163.7881,-0.1574707,0.2285156,1.091797,-0.3451145,0.690313,0.1524656,9.072237,6.749039,-9.908622,11.70377,8.035444,-14.26169,Unknown
-0.04711914,0.1242676,-0.4492188,-0.01458788,-0.07757253,-0.0310533,14.04579,4.122868,-129.1376,15.3827,5.772676,-163.5192,-0.1496582,0.2246094,1.085938,0.5251145,0.4002366,-0.1528779,9.130101,6.773663,-9.991849,11.57951,7.686095,-13.95763,Unknown
-0.05078125,0.1235352,-0.449707,0.2602212,-0.01650381,0.1521528,14.07406,4.164454,-129.8218,15.26788,6.214288,-163.4583,-0.1564941,0.2319336,1.097168,0.5098474,0.339168,-0.3666183,9.191394,6.802063,-10.08353,11.81998,7.944357,-14.30625,Unknown
-0.0559082,0.123291,-0.4594727,0.1838853,-0.2607787,0.1674199,14.09359,4.211387,-130.4945,14.91538,6.702753,-163.5834,-0.1520996,0.2258301,1.094971,-1.322214,0.9956565,-0.6719618,9.219042,6.835602,-10.17101,11.54562,7.747198,-13.96393,Unknown
-0.04614258,0.1213379,-0.4414063,0.1533511,0.2735725,-0.01578617,14.11979,4.246296,-131.1571,15.29097,5.755771,-163.6117,-0.1638184,0.2275391,1.081299,-1.71916,1.606344,-0.7330306,9.244452,6.891162,-10.2691,11.75312,8.432936,-14.53638,Unknown
-0.05664063,0.1169434,-0.449707,-0.3351984,-0.4439847,0.1979542,14.12181,4.29384,-131.8087,14.4671,6.949841,-163.8839,-0.1547852,0.2253418,1.105225,-2.009237,2.064359,-0.8857023,9.258337,6.939957,-10.3546,11.41552,7.813635,-13.89345,Unknown
-0.05151367,0.1228027,-0.449707,0.6266336,0.1819695,-0.0005190372,14.15155,4.336576,-132.4427,15.1789,6.305796,-163.5046,-0.1555176,0.2316895,1.088135,-1.535954,2.858252,-1.450588,9.290151,6.999527,-10.45508,11.90266,7.957676,-14.38314,Unknown
-0.01489258,0.1184082,-0.4570313,0.1686182,-0.3065802,0.442229,14.16135,4.281473,-133.0946,14.51751,1.806739,-165.3656,-0.1848145,0.2285156,1.0979,-0.833664,4.430771,-2.870435,9.324072,7.111836,-10.58789,11.59893,9.358371,-14.98617,Unknown
-0.04248047,0.1152344,-0.4533691,-0.6710763,0.2888396,0.182687,14.15228,4.303867,-133.7269,14.2014,5.188912,-164.8427,-0.1577148,0.2131348,1.104004,-0.08557248,-3.157015,3.633382,9.352726,7.082883,-10.59282,10.81966,7.984621,-13.50463,Unknown
-0.0559082,0.1396484,-0.4370117,2.443428,1.143802,-0.6417403,14.2569,4.373562,-134.2819,17.58704,6.947934,-161.006,-0.1525879,0.2329102,1.0979,2.464046,-3.279153,3.953992,9.439222,7.047867,-10.60746,11.86646,7.742232,-14.23094,Unknown
-0.0703125,0.1262207,-0.4450684,-3.388634,-2.520321,0.8544428,14.23492,4.421885,-134.824,15.64885,8.642102,-162.0149,-0.1391602,0.2402344,1.065186,6.296107,-3.874573,1.236435,9.595106,6.995209,-10.6693,12.60579,7.262797,-14.60853,Unknown
