xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,tilt_accz_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,tilt_accz_S2,State_S2
-0.498291,-0.8549805,0.3503418,0.02129769,1.743748,0.9005573,-37.42111,20.0512,-48.83244,-54.53229,28.33755,-70.50463,-0.1242676,-0.2456055,-0.3852539,-2.06039,0.5636489,0.259023,-20.5996,10.93815,-98.82719,-31.24656,15.21577,-144.4552,Unknown
-0.4990234,-0.8520508,0.3500977,-0.6199236,1.301,1.343305,-37.76957,20.23694,-49.24691,-54.41887,28.44557,-70.47778,-0.1196289,-0.2375488,-0.3891602,-2.793214,0.3499084,-0.09212208,-20.83392,11.01857,-99.76498,-30.26221,14.70201,-145.6494,Unknown
-0.5090332,-0.8574219,0.3476563,-1.200076,0.7208474,1.602847,-38.11755,20.41917,-49.65399,-54.28656,28.81843,-70.77871,-0.1269531,-0.2407227,-0.4025879,-2.930618,-0.3676488,-0.168458,-21.0542,11.09568,-100.691,-29.69423,15.14428,-145.9415,Unknown
-0.4956055,-0.8547363,0.3425293,-1.001603,0.1254275,1.770786,-38.46637,20.57843,-50.05247,-54.8222,28.29024,-70.8796,-0.1293945,-0.2404785,-0.3796387,-2.716878,-1.436351,-0.06158781,-21.28931,11.17532,-101.5635,-30.94569,16.06274,-144.2719,Unknown
-0.4995117,-0.855957,0.3474121,-0.9558016,-0.5921298,2.030328,-38.80202,20.72677,-50.4372,-54.59335,28.4014,-70.68185,-0.1345215,-0.2460938,-0.3842773,-2.258862,-2.352382,-0.3058627,-21.51973,11.24574,-102.4142,-31.15049,16.4252,-143.8766,Unknown
-0.4916992,-0.8493652,0.3522949,-0.7573281,-1.050145,1.786053,-39.12797,20.85949,-50.80728,-54.54322,28.13473,-70.2537,-0.1247559,-0.234375,-0.3891602,-1.587107,-2.734061,-0.4738016,-21.70936,11.28775,-103.2868,-29.83467,15.35593,-145.6957,Unknown
-0.4968262,-0.8486328,0.3520508,-0.4519846,-1.309687,1.465443,-39.43885,20.9911,-51.17564,-54.33968,28.40266,-70.30238,-0.1337891,-0.236084,-0.3884277,-0.7016106,-2.932534,-0.687542,-21.88249,11.34978,-104.1317,-29.8843,16.40104,-145.0616,Unknown
-0.4943848,-0.8474121,0.3505859,0.05183208,-1.782969,1.037962,-39.73791,21.11339,-51.54461,-54.42739,28.32873,-70.33586,-0.130127,-0.2414551,-0.3935547,-0.381,-2.917267,-0.8554807,-22.05486,11.39469,-104.9642,-30.22112,15.73946,-145.1255,Unknown
-0.4916992,-0.847168,0.3615723,-0.3298473,-1.88984,0.7478855,-40.03259,21.22522,-51.8975,-54.22968,28.09404,-69.7393,-0.1381836,-0.2407227,-0.3840332,-0.6100078,-2.993603,0.0,-22.23338,11.46189,-105.7477,-30.53243,16.9553,-144.142,Unknown
-0.487793,-0.8491211,0.3540039,-0.4825191,-2.256252,0.6257481,-40.33168,21.32623,-52.25285,-54.63264,27.93402,-70.12498,-0.1350098,-0.2436523,-0.3754883,-0.9611526,-2.520321,0.0,-22.43102,11.5313,-106.5014,-31.40919,16.78443,-143.43,Unknown
-0.4846191,-0.8513184,0.3579102,-0.7725954,-2.179916,0.8394885,-40.63068,21.42144,-52.59404,-54.71386,27.68898,-69.92937,-0.1379395,-0.2416992,-0.3859863,-0.9916873,-2.337115,0.0,-22.60653,11.60562,-107.2555,-30.52629,16.85085,-144.2089,Unknown
-0.4790039,-0.8474121,0.3527832,-0.9405342,-1.874573,0.8852901,-40.92958,21.51844,-52.93159,-54.93059,27.55737,-70.07871,-0.138916,-0.2421875,-0.3845215,-0.9458857,-2.001237,-0.9165497,-22.78113,11.68405,-108.0042,-30.64121,16.99783,-144.0167,Unknown
-0.4768066,-0.8522949,0.3535156,0.0,-1.767702,0.7326183,-41.2139,21.60864,-53.2642,-55.14549,27.32767,-70.10049,-0.1452637,-0.2368164,-0.3837891,-0.7016106,-1.176809,-1.221893,-22.93492,11.79131,-108.7429,-29.98898,17.85438,-144.0998,Unknown
-0.4746094,-0.847168,0.3620605,0.0,-1.080679,0.6562824,-41.48623,21.70675,-53.58095,-54.83015,27.25551,-69.55188,-0.1477051,-0.2375488,-0.3796387,-0.3962674,-0.7798626,-1.053954,-23.08701,11.90909,-109.4559,-30.24826,18.25366,-143.6165,Unknown
-0.4775391,-0.8461914,0.3564453,-1.062672,-0.4089237,0.6410153,-41.76905,21.81616,-53.89699,-54.84624,27.47809,-69.85448,-0.1435547,-0.2392578,-0.3833008,-0.2741299,0.1819695,-0.5806718,-23.23547,12.02609,-110.1543,-30.30851,17.62546,-143.9476,Unknown
-0.4804688,-0.8527832,0.3562012,-1.261145,0.03382444,0.3204046,-42.05132,21.92972,-54.21441,-54.95586,27.46918,-70.00311,-0.1396484,-0.2392578,-0.387207,-0.1672597,0.9911298,-0.4585342,-23.37657,12.14127,-110.8463,-30.16769,17.05651,-144.4178,Unknown
-0.4953613,-0.8618164,0.3562012,-1.230611,0.7361145,0.0,-42.32244,22.0615,-54.53583,-54.70297,27.97738,-70.28548,-0.1337891,-0.2424316,-0.3886719,0.1075497,1.571282,-0.2295268,-23.51819,12.24563,-111.5231,-30.53128,16.28117,-144.5331,Unknown
-0.496582,-0.8540039,0.3547363,-1.276412,1.301,-0.06127481,-42.58251,22.20282,-54.8509,-54.45037,28.23541,-70.24746,-0.1384277,-0.2438965,-0.3869629,0.07701516,1.418611,-0.3211298,-23.66043,12.35832,-112.1788,-30.6872,16.83752,-144.0682,Unknown
-0.487793,-0.859375,0.3520508,-0.5435878,1.621611,-0.1223435,-42.839,22.33682,-55.16349,-55.00782,27.71063,-70.39066,-0.1340332,-0.2387695,-0.3830566,0.5502977,1.342275,-0.09212208,-23.78854,12.46165,-112.8254,-30.47042,16.53833,-144.442,Unknown
-0.4760742,-0.8581543,0.3457031,-0.7573281,1.682679,-0.2139466,-43.10467,22.45941,-55.47525,-55.56543,27.22946,-70.59426,-0.1384277,-0.2387695,-0.3898926,0.7793052,1.342275,0.04528236,-23.90187,12.56774,-113.4624,-29.98943,16.84506,-144.7063,Unknown
-0.4865723,-0.8566895,0.3579102,-0.2382443,1.988023,-0.3818855,-43.34211,22.59065,-55.77169,-54.8133,27.6577,-70.03506,-0.1308594,-0.2416992,-0.390625,0.9014427,1.327008,0.3200917,-24.01859,12.65391,-114.0858,-30.40031,15.90102,-144.8691,Unknown
-0.487793,-0.8630371,0.3532715,-0.1924427,2.033824,-0.4734885,-43.5799,22.72099,-56.07094,-55.09025,27.61312,-70.38627,-0.1289063,-0.2434082,-0.3891602,0.9472442,1.479679,0.6254351,-24.13828,12.73631,-114.6891,-30.6995,15.68651,-144.7104,Unknown
