sensor-1-1,sensor-1-2,sensor-1-3,sensor-1-4,sensor-1-5,sensor-1-6,sensor-1-7,sensor-1-8,sensor-1-9,sensor-1-10,sensor-1-11,sensor-1-12,sensor-2-1,sensor-2-2,sensor-2-3,sensor-2-4,sensor-2-5,sensor-2-6,sensor-2-7,sensor-2-8,sensor-2-9,sensor-2-10,sensor-2-11,sensor-2-12,sensor-3-1,sensor-3-2,sensor-3-3,sensor-3-4,sensor-3-5,sensor-3-6,sensor-3-7,sensor-3-8,sensor-3-9,sensor-3-10,sensor-3-11,sensor-3-12,posture
-0.449707,-0.8479004,-0.2390137,3.585802,-1.686901,0.1523668,-57.24121,26.32452,-1.335942,-59.00954,27.04354,0.018,-0.2111816,0.5974121,0.9074707,-1.045741,0.3746885,-0.05532819,32.47047,10.60594,0.684608,32.66772,10.99971,0.018,0.392334,0.2470703,0.2565918,0.6100454,-0.2609461,-0.3461366,27.29496,-47.93584,-0.2256807,27.79088,-47.76317,0.018,NEUTRAL
-0.4541016,-0.848877,-0.2282715,2.776642,-1.244153,0.2439698,-57.22921,26.32249,-1.33155,-59.08977,27.32051,0.018,-0.2133789,0.5991211,0.9125977,-1.274748,0.08461213,0.1126107,32.45036,10.6165,0.686635,32.58913,11.05948,0.018,0.3986816,0.2487793,0.2548828,0.7169156,0.2276036,-0.5751443,27.31637,-47.93758,-0.2360333,27.73293,-48.22345,0.018,NEUTRAL
-0.4484863,-0.8500977,-0.2385254,2.73084,-1.320489,0.3966415,-57.21925,26.31132,-1.324411,-59.13982,26.92847,0.018,-0.2006836,0.5908203,0.9042969,-0.8930688,-0.1291283,0.1584122,32.43622,10.61239,0.6894865,32.53096,10.52468,0.018,0.3994141,0.2492676,0.2365723,0.4421065,0.181802,-0.7430832,27.34253,-47.96144,-0.2494088,28.23414,-49.29112,0.018,NEUTRAL
-0.4482422,-0.8474121,-0.229248,2.898779,-1.427359,0.1829011,-57.20942,26.30089,-1.321119,-59.28464,27.04885,0.018,-0.2060547,0.5922852,0.8930664,-0.8472672,-0.4039374,0.09734353,32.42998,10.6107,0.6912386,32.87159,10.88418,0.018,0.3977051,0.2485352,0.2568359,0.1672974,0.1054661,-0.5140755,27.35259,-47.96146,-0.2586622,27.6981,-48.0554,0.018,NEUTRAL
-0.4487305,-0.8444824,-0.2324219,3.372061,-1.274687,0.4271759,-57.18781,26.29493,-1.313429,-59.1031,27.12688,0.018,-0.2121582,0.5883789,0.9023438,-0.5266565,-0.4650061,0.4179543,32.4202,10.61312,0.6987618,32.40524,11.14174,0.018,0.3950195,0.2526855,0.253418,-0.06171036,0.3344737,-0.6820145,27.37042,-47.95283,-0.2709384,28.29838,-47.82486,0.018,NEUTRAL
-0.4489746,-0.8422852,-0.2409668,2.83771,-1.183084,-0.06137371,-57.1483,26.28157,-1.315025,-58.82759,27.13439,0.026,-0.2097168,0.5952148,0.9077148,-0.0686413,-0.6329451,0.2958169,32.42153,10.60343,0.7064531,32.57446,10.93511,0.026,0.3994141,0.246582,0.2548828,0.06042719,0.5940157,-0.9415562,27.37442,-47.9466,-0.2954189,27.4935,-48.39828,0.026,NEUTRAL
-0.4580078,-0.8457031,-0.2338867,2.364428,-1.47316,0.1065652,-57.13523,26.27978,-1.313,-58.6963,27.5635,0.019,-0.2043457,0.588623,0.9033203,-0.312916,-0.5718764,0.570626,32.41604,10.59535,0.717295,32.43851,10.73192,0.019,0.3974609,0.248291,0.2509766,0.4421065,0.9298936,-0.6362128,27.39202,-47.9381,-0.3075069,27.84309,-48.38725,0.019,NEUTRAL
-0.4377441,-0.8479004,-0.2307129,2.822443,-1.167817,0.03022933,-57.14016,26.26434,-1.312487,-59.73282,26.48048,0.017,-0.2050781,0.59375,0.9038086,-0.4961221,-0.3123344,0.5095573,32.41238,10.59301,0.7259574,32.64593,10.73821,0.017,0.4025879,0.2497559,0.2597656,0.3505034,0.5482142,-0.3003349,27.40067,-47.93357,-0.3126126,27.53219,-48.16834,0.017,NEUTRAL
-0.4555664,-0.8459473,-0.236084,2.562901,-1.25942,0.1981683,-57.12738,26.26516,-1.30892,-58.76132,27.4161,0.018,-0.2009277,0.5961914,0.9084473,-0.3281833,-0.1138611,0.2500153,32.41137,10.58867,0.7304577,32.65129,10.47637,0.018,0.401123,0.2456055,0.2539063,0.213099,0.4566112,-0.5140755,27.40352,-47.93945,-0.321866,27.35518,-48.6306,0.018,NEUTRAL
-0.451416,-0.8469238,-0.2353516,2.639237,-1.564763,0.3203057,-57.11807,26.2559,-1.303154,-58.99001,27.18261,0.018,-0.2084961,0.5969238,0.9121094,-0.5113894,-0.3428688,0.311084,32.40487,10.58741,0.7360572,32.53736,10.82806,0.018,0.3977051,0.2492676,0.2531738,-0.03117585,0.2581379,-0.5598769,27.41223,-47.94059,-0.3319438,27.86648,-48.22394,0.018,NEUTRAL
