this file contains data from all 3 sensors in the format of sensor1,2,3 with each sensor having accx,accy,accz,gyrox,gyroy,gyroz,gyro_biasedx,...,gyro_biasedz.

sensor-1-1,sensor-1-2,sensor-1-3,sensor-1-4,sensor-1-5,sensor-1-6,sensor-1-7,sensor-1-8,sensor-1-9,sensor-2-1,sensor-2-2,sensor-2-3,sensor-2-4,sensor-2-5,sensor-2-6,sensor-2-7,sensor-2-8,sensor-2-9,sensor-3-1,sensor-3-2,sensor-3-3,sensor-3-4,sensor-3-5,sensor-3-6,sensor-3-7,sensor-3-8,sensor-3-9,posture
-0.4284668,-0.7800293,0.3881836,2.641221,-4.198473,0.04580153,4.784092,-2.493312,-1.377252,-0.7719727,0.05175781,0.7663574,-0.5648855,4.610687,-2.48855,0.6843968,3.660794,-2.14797,0.4443359,0.2607422,0.01196289,-2.351145,-3.267176,-2.396947,1.449375,-4.063878,0.9834208,SLOUCH_MOD
-0.4282227,-0.7839355,0.4035645,1.312977,-3.374046,0.1984733,3.455848,-1.668885,-1.22458,-0.7758789,0.05566406,0.7626953,-0.3053435,3.51145,-2.519084,0.9439388,2.561557,-2.178504,0.4421387,0.2563477,-0.02124023,-0.3206107,-1.40458,-3.099237,3.479909,-2.201283,0.2811308,SLOUCH_MOD
-0.4362793,-0.7841797,0.3925781,0.0610687,-2.167939,0.2900764,2.203939,-0.462778,-1.132977,-0.7873535,0.05297852,0.7666016,-0.3816794,3.816794,-2.183206,0.8676029,2.866901,-1.842626,0.449707,0.2658691,-0.01611328,-2.931298,-2.290076,-2.549618,0.8692219,-3.086779,0.8307493,SLOUCH_MOD
-0.4360352,-0.777832,0.4055176,-2.70229,-1.923664,0.3206107,-0.5594196,-0.2185031,-1.102443,-0.7741699,0.04223633,0.7561035,0.2137404,2.366412,-1.480916,1.463023,1.416519,-1.140336,0.4370117,0.2568359,-0.02563477,-1.435114,0.2748091,-3.175573,2.365405,-0.5218931,0.2047949,SLOUCH_MOD
-0.4326172,-0.7824707,0.4082031,-2.137405,-1.251908,0.6412213,0.005465746,0.4532526,-0.7818323,-0.7919922,0.05175781,0.7463379,-0.8854962,2.717557,-0.7022901,0.3637862,1.767664,-0.3617101,0.4472656,0.2612305,-0.01098633,-3.221374,0.519084,-3.282443,0.5791457,-0.2776184,0.09792471,SLOUCH_MOD
-0.4345703,-0.7766113,0.4050293,-3.465649,-0.778626,0.610687,-1.322778,0.926535,-0.8123666,-0.7915039,0.05273438,0.7460938,-0.4885496,1.114504,-0.3206107,0.7607327,0.1646107,0.01996931,0.4458008,0.2624512,-0.02099609,-2.351145,1.78626,-4.137404,1.449375,0.9895572,-0.7570369,SLOUCH_MOD
-0.4265137,-0.7832031,0.4038086,-3.480916,-0.4732824,0.9160305,-1.338046,1.231879,-0.5070231,-0.7885742,0.04272461,0.7502441,0.9312977,-0.351145,-0.5954198,2.18058,-1.301038,-0.2548398,0.4360352,0.2666016,-0.01953125,-0.9007633,1.572519,-4.48855,2.899756,0.7758167,-1.108182,SLOUCH_MOD
-0.4279785,-0.7907715,0.3969727,-4.122138,-0.1526718,1.19084,-1.979267,1.552489,-0.232214,-0.7749023,0.04785156,0.7521973,-1.022901,0.8854962,-0.09160305,0.2263815,-0.06439692,0.2489769,0.4431152,0.2578125,-0.02490234,-2.70229,3.389313,-3.664122,1.09823,2.592611,-0.2837546,SLOUCH_MOD
-0.4265137,-0.7893066,0.3955078,-3.770992,-0.9007633,0.8091603,-1.628122,0.8043977,-0.6138933,-0.7773438,0.05932617,0.7519531,0.1068702,0.4732824,-0.07633588,1.356153,-0.4766107,0.2642441,0.4489746,0.2663574,-0.01171875,-4.137404,0.6717557,-3.801527,-0.3368847,-0.1249466,-0.4211593,SLOUCH_MOD
-0.4277344,-0.7907715,0.3955078,-4.290076,-0.1832061,0.9923664,-2.147206,1.521955,-0.4306872,-0.7756348,0.05078125,0.7453613,0.2137404,-0.8244275,0.3358779,1.463023,-1.774321,0.6764579,0.4401855,0.262207,-0.02124023,-3.160305,3.496183,-3.694656,0.6402144,2.699481,-0.3142889,SLOUCH_MOD
-0.4338379,-0.7885742,0.3879395,-3.389313,-0.9770992,0.8549618,-1.246443,0.7280617,-0.5680918,-0.7709961,0.05615234,0.7478027,-0.351145,-0.4274809,0.4580153,0.8981373,-1.377374,0.7985952,0.4423828,0.2592773,-0.008300781,-5.145038,1.664122,-3.251908,-1.344518,0.8674198,0.1284592,SLOUCH_MOD
-0.4257813,-0.7924805,0.3847656,-3.938931,-0.870229,0.8854962,-1.796061,0.8349319,-0.5375574,-0.7722168,0.05712891,0.7575684,-0.4274809,-0.8244275,0.8396947,0.8218014,-1.774321,1.180275,0.4458008,0.2585449,-0.02026367,-5.374046,2.946565,-3.450382,-1.573526,2.149863,-0.07001424,SLOUCH_MOD
-0.4414063,-0.7932129,0.3811035,-3.465649,-1.603053,1.068702,-1.322778,0.1021075,-0.3543513,-0.7749023,0.06665039,0.7651367,-0.8244275,-0.2748091,0.8854962,0.4248549,-1.224702,1.226076,0.4384766,0.2570801,-0.01391602,-4.167939,2.335878,-3.389313,-0.367419,1.539176,-0.008945465,SLOUCH_MOD
-0.4228516,-0.7866211,0.3881836,-3.328244,-1.78626,0.9465649,-1.185374,-0.08109856,-0.4764887,-0.7729492,0.05737305,0.7556152,-1.129771,-0.1068702,0.5954198,0.1195114,-1.056763,0.9359998,0.4418945,0.2629395,-0.008544922,-4.900764,1.78626,-2.778626,-1.100244,0.9895572,0.6017416,SLOUCH_MOD
-0.4309082,-0.7885742,0.3835449,-2.625954,-2.152672,1.053435,-0.4830837,-0.4475108,-0.3696185,-0.7744141,0.0703125,0.7634277,-0.870229,0.2442748,0.3969466,0.3790534,-0.7056183,0.7375265,0.4394531,0.2636719,-0.000732422,-3.984733,1.664122,-3.160305,-0.1842132,0.8674198,0.2200623,SLOUCH_MOD
-0.434082,-0.7885742,0.3791504,-2.580153,-1.801527,1.129771,-0.4372823,-0.09636569,-0.2932826,-0.7749023,0.06079102,0.7658691,-0.870229,0.1374046,0.1984733,0.3790534,-0.8124886,0.5390532,0.4414063,0.2626953,-0.01660156,-3.709924,1.847328,-3.526718,0.09059596,1.050626,-0.1463501,SLOUCH_MOD
-0.4611816,-0.7912598,0.3540039,-8.59542,0.4427481,1.954198,-6.452549,2.147909,0.5311449,-0.7629395,0.06518555,0.7741699,0.3664122,-2.763359,1.770992,1.615695,-3.713252,2.111572,0.4318848,0.2790527,0.004394531,-3.679389,2.687023,-4.290076,0.1211305,1.890321,-0.9097088,SLOUCH_MILD
-0.449707,-0.7939453,0.3388672,-6.931298,0.4427481,1.816794,-4.788427,2.147909,0.3937403,-0.7526855,0.07373047,0.7705078,-0.5954198,-1.587786,1.496183,0.6538625,-2.537679,1.836763,0.4306641,0.2680664,0.01416016,-4.335878,4.48855,-4.198473,-0.5353582,3.691847,-0.8181059,SLOUCH_MILD
-0.4555664,-0.7988281,0.3469238,-6.824428,0.8091603,2.427481,-4.681557,2.514321,1.004427,-0.7668457,0.07666016,0.7873535,1.129771,-2.076336,0.9160305,2.379053,-3.026229,1.256611,0.434082,0.2722168,0.005126953,-4.534351,2.351145,-4.549618,-0.7338316,1.554443,-1.169251,SLOUCH_MILD
-0.4599609,-0.8037109,0.3337402,-6.824428,0.9160305,2.549618,-4.681557,2.621192,1.126565,-0.7575684,0.06420898,0.784668,-0.351145,-1.114504,0.5954198,0.8981373,-2.064397,0.9359998,0.4382324,0.2717285,-0.000732422,-4.48855,2.992366,-4.335878,-0.68803,2.195664,-0.9555103,SLOUCH_MILD
-0.4580078,-0.7958984,0.3269043,-6.396946,1.572519,2.473282,-4.254076,3.27768,1.050229,-0.7490234,0.0847168,0.7814941,1.694656,-2.244275,-0.2290076,2.943939,-3.194168,0.1115724,0.4389648,0.2687988,0.0078125,-5.068702,0.5648855,-4.564886,-1.268183,-0.2318168,-1.184518,SLOUCH_MILD
-0.4655762,-0.8007813,0.3164063,-6.366412,1.541985,2.473282,-4.223542,3.247146,1.050229,-0.744873,0.08374023,0.7937012,0.6717557,-1.526718,0.3969466,1.921038,-2.476611,0.7375265,0.4399414,0.270752,0.008300781,-5.480916,3.618321,-4.534351,-1.680396,2.821618,-1.153984,SLOUCH_MILD
-0.4643555,-0.7971191,0.3190918,-6.931298,1.083969,2.503817,-4.788427,2.78913,1.080763,-0.7416992,0.0793457,0.7905273,0.1679389,-1.557252,0.3816794,1.417221,-2.507145,0.7222594,0.4455566,0.2749023,0.003173828,-3.770992,1.816794,-4.152672,0.02952743,1.020092,-0.7723043,SLOUCH_MILD
-0.46875,-0.7990723,0.317627,-5.526718,0.9160305,2.045802,-3.383847,2.621192,0.622748,-0.7380371,0.08251953,0.7844238,-0.1526718,-1.328244,0.7328244,1.096611,-2.278137,1.073404,0.4331055,0.2668457,0.01660156,-7.068702,1.709924,-4.137404,-3.268183,0.9132213,-0.7570369,SLOUCH_MILD
-0.473877,-0.8044434,0.3007813,-5.61832,0.6870229,1.496183,-3.47545,2.392184,0.07312953,-0.7365723,0.08642578,0.7832031,2.10687,-1.877863,-0.1832061,3.356153,-2.827756,0.1573739,0.4274902,0.2714844,0.01123047,-2.778626,-0.259542,-4.412214,1.021894,-1.056244,-1.031846,SLOUCH_MILD
-0.4716797,-0.8059082,0.3032227,-5.312977,0.6259542,1.816794,-3.170107,2.331115,0.3937403,-0.7443848,0.08691406,0.7998047,0.3206107,-0.5648855,0.3664122,1.569893,-1.514779,0.7069922,0.439209,0.2749023,0.03100586,-4.717557,2.320611,-4.152672,-0.9170378,1.523908,-0.7723043,SLOUCH_MILD
-0.4592285,-0.8005371,0.2978516,-5.160306,0.778626,1.633588,-3.017435,2.483787,0.2105342,-0.7348633,0.0859375,0.8015137,1.587786,-1.282443,0.2137404,2.837069,-2.232336,0.5543204,0.4274902,0.2741699,0.01171875,-4.931298,2.305344,-3.984733,-1.130778,1.508641,-0.6043653,SLOUCH_MILD
-0.4707031,-0.7995605,0.302002,-4.534351,0.6412213,1.114504,-2.391481,2.346382,-0.3085498,-0.739502,0.08886719,0.8041992,0.6717557,-0.4427481,0.2900764,1.921038,-1.392641,0.6306563,0.4360352,0.2719727,0.02172852,-6.351145,1.29771,-3.450382,-2.550626,0.5010076,-0.07001424,SLOUCH_MILD
-0.4719238,-0.8039551,0.2980957,-4.717557,0.5954198,1.251908,-2.574687,2.300581,-0.1711452,-0.7373047,0.09838867,0.8051758,1.312977,-0.9312977,-0.1526718,2.562259,-1.881191,0.1879082,0.4353027,0.2736816,0.006347656,-4.503817,1.175573,-4.030534,-0.7032969,0.3788702,-0.6501667,SLOUCH_MILD
-0.4802246,-0.810791,0.2949219,-4.076336,0.1068702,1.160305,-1.933465,1.812031,-0.2627482,-0.7194824,0.08911133,0.8024902,0.5801527,-0.1526718,-0.07633588,1.829435,-1.102565,0.2642441,0.4338379,0.2685547,0.02905273,-4.977099,2.183206,-3.389313,-1.17658,1.386504,-0.008945465,SLOUCH_MILD
-0.4746094,-0.810791,0.2929688,-3.801527,-0.2290076,1.175573,-1.658656,1.476153,-0.2474811,-0.7253418,0.09179688,0.7900391,-0.1832061,0.1984733,-0.1374046,1.066076,-0.7514198,0.2031754,0.4370117,0.270752,0.009033203,-4.732824,1.282443,-3.664122,-0.9323046,0.4857404,-0.2837546,SLOUCH_MILD
-0.4765625,-0.8093262,0.2993164,-3.526718,-0.5801527,1.236641,-1.383847,1.125008,-0.1864124,-0.7341309,0.09814453,0.8078613,0.4580153,0.1679389,-0.4427481,1.707298,-0.7819542,-0.1021681,0.4360352,0.2714844,0.01513672,-4.21374,0.3053435,-3.648855,-0.4132206,-0.4913588,-0.2684875,SLOUCH_MILD
-0.4667969,-0.8059082,0.291748,-4.351145,-0.3664122,1.603053,-2.208275,1.338749,0.1799998,-0.7390137,0.09912109,0.7937012,0.07633588,0.01526718,-0.4427481,1.325618,-0.9346259,-0.1021681,0.4375,0.2788086,0.01831055,-4.687023,1.282443,-3.496183,-0.886503,0.4857404,-0.1158156,SLOUCH_MILD
-0.4787598,-0.8095703,0.295166,-3.984733,-0.4732824,1.374046,-1.841862,1.231879,-0.04900777,-0.7250977,0.09936523,0.8029785,0.1679389,0.03053435,-0.07633588,1.417221,-0.9193588,0.2642441,0.4306641,0.2736816,0.008789063,-4.259542,1.694656,-3.78626,-0.4590223,0.8979542,-0.4058921,SLOUCH_MILD
-0.4677734,-0.8093262,0.2836914,-4.152672,-0.4427481,1.633588,-2.009801,1.262413,0.2105342,-0.7399902,0.09545898,0.7980957,-1.267176,-0.04580153,3.847328,-0.0178932,-0.9956946,4.187908,0.440918,0.2744141,0.006591797,-3.343511,1.007634,-3.29771,0.4570084,0.2109313,0.08265758,SLOUCH_MILD
-0.4699707,-0.810791,0.2998047,-3.587786,-0.1068702,1.908397,-1.444916,1.598291,0.4853434,-0.7463379,0.09375,0.795166,-2.122137,-0.7480916,0.04580153,-0.872855,-1.697985,0.3863815,0.4384766,0.2810059,0.02270508,-6.748092,1.648855,-4.030534,-2.947572,0.8521526,-0.6501667,SLOUCH_MILD
-0.4667969,-0.8095703,0.2893066,-4.396946,0.6259542,2.549618,-2.254076,2.331115,1.126565,-0.7338867,0.09643555,0.8041992,-0.4885496,-1.908397,-0.7480916,0.7607327,-2.85829,-0.4075116,0.4328613,0.2709961,-0.002441406,-3.435115,-0.3206107,-4.10687,0.3654051,-1.117313,-0.7265027,SLOUCH_MILD
-0.4777832,-0.7966309,0.2746582,-4.458015,0.7480916,2.977099,-2.315145,2.453253,1.554046,-0.729248,0.09155273,0.8083496,-1.40458,-0.6870229,-0.7480916,-0.1552978,-1.636916,-0.4075116,0.434082,0.2797852,0.02197266,-7.267176,2.167939,-4.167939,-3.466656,1.371237,-0.7875712,SLOUCH_MILD
-0.4802246,-0.8083496,0.2963867,-3.022901,0.4885496,2.076336,-0.8800304,2.193711,0.6532823,-0.7214355,0.09912109,0.8071289,-0.4274809,-2.091603,-0.6870229,0.8218014,-3.041496,-0.3464429,0.4274902,0.2758789,0.01977539,-6.442748,3.343511,-5.328244,-2.642228,2.546809,-1.947877,SLOUCH_MILD
-0.4868164,-0.8012695,0.2729492,-2.732824,0.03053435,1.007634,-0.5899539,1.735695,-0.4154201,-0.7182617,0.09716797,0.810791,-0.4732824,-1.038168,-0.0610687,0.7759999,-1.988061,0.2795113,0.4360352,0.2780762,0.03320313,-7.923664,2.076336,-3.740458,-4.123144,1.279634,-0.3600905,SLOUCH_MILD
-0.4912109,-0.8012695,0.2709961,-0.5038168,-1.435114,-0.351145,1.639054,0.2700465,-1.774199,-0.701416,0.09082031,0.8056641,0.0,-0.3053435,-0.2137404,1.249282,-1.255237,0.1268395,0.4260254,0.2736816,0.02148438,-5.557252,0.1832061,-2.198473,-1.756732,-0.6134962,1.181894,SLOUCH_MILD
-0.4697266,-0.810791,0.2749023,-0.9007633,-0.7328244,0.1984733,1.242107,0.9723366,-1.22458,-0.7282715,0.09619141,0.8117676,0.961832,0.4885496,-0.4427481,2.211114,-0.4613435,-0.1021681,0.4350586,0.277832,0.02416992,-6.931298,0.7633588,-2.59542,-3.130778,-0.03334355,0.7849476,SLOUCH_MILD
-0.4829102,-0.8068848,0.286377,0.5038168,-2.259542,-0.4122138,2.646687,-0.554381,-1.835267,-0.7121582,0.09423828,0.8098145,0.6717557,1.068702,-0.778626,1.921038,0.1188092,-0.438046,0.4272461,0.2717285,0.0222168,-4.839694,0.8549618,-2.564885,-1.039175,0.05825949,0.8154821,SLOUCH_MILD
-0.4821777,-0.8034668,0.2817383,-0.3969466,-2.473282,-0.3969466,1.745924,-0.7681213,-1.82,-0.71875,0.09765625,0.815918,-0.4885496,1.862595,-0.9160305,0.7607327,0.9127024,-0.5754505,0.4331055,0.2785645,0.02807617,-6.167939,-0.870229,-2.305344,-2.367419,-1.666931,1.075024,SLOUCH_MILD
-0.4780273,-0.8056641,0.2790527,-0.4885496,-1.832061,0.3816794,1.654321,-0.1269001,-1.041374,-0.7265625,0.08959961,0.8132324,-1.633588,1.099237,-0.3206107,-0.3843055,0.1493435,0.01996931,0.4362793,0.2744141,0.02197266,-4.458015,1.160305,-2.183206,-0.6574957,0.3636031,1.197161,SLOUCH_MILD
-0.4819336,-0.8078613,0.2744141,-1.358779,-2.137405,0.3816794,0.7840919,-0.4322437,-1.041374,-0.7177734,0.09594727,0.8200684,-0.6717557,1.053435,-0.351145,0.5775266,0.103542,-0.01056504,0.4362793,0.2770996,0.02734375,-5.29771,-3.908397,-2.687023,-1.49719,-4.705099,0.6933446,SLOUCH_MILD
-0.4863281,-0.8078613,0.265625,-3.603053,-1.450382,1.022901,-1.460183,0.2547793,-0.4001528,-0.7270508,0.09570313,0.8215332,0.8244275,-0.6870229,0.519084,2.07371,-1.636916,0.859664,0.4328613,0.2819824,0.02392578,-4.427481,2.961832,-3.801527,-0.626961,2.16513,-0.4211593,SLOUCH_MILD
-0.4716797,-0.8100586,0.2746582,-4.564886,-0.7938931,1.328244,-2.422015,0.9112679,-0.09480929,-0.7263184,0.07910156,0.8085938,-2.0,-0.4580153,1.099237,-0.7507176,-1.407908,1.439817,0.4321289,0.2783203,0.02270508,-3.664122,4.625954,-2.900763,0.1363976,3.829252,0.4796042,SLOUCH_MILD
-0.4760742,-0.8115234,0.276123,-5.129771,-0.4885496,1.267176,-2.9869,1.216611,-0.1558781,-0.7172852,0.1118164,0.8183594,0.6870229,-2.21374,0.8091603,1.936305,-3.163633,1.14974,0.4401855,0.2727051,0.02636719,-4.458015,2.778626,-4.061069,-0.6574957,1.981924,-0.680701,SLOUCH_MILD
-0.4760742,-0.8122559,0.2731934,-4.473282,-0.9770992,1.389313,-2.330412,0.7280617,-0.03374064,-0.717041,0.1062012,0.8093262,-1.725191,-1.541985,1.053435,-0.4759085,-2.491878,1.394015,0.4301758,0.2717285,0.02709961,-3.832061,3.419847,-3.847328,-0.03154135,2.623145,-0.4669607,SLOUCH_MILD
-0.4794922,-0.8127441,0.2712402,-3.954198,-0.961832,1.374046,-1.811328,0.743329,-0.04900777,-0.7226563,0.1088867,0.8173828,-0.2137404,-1.40458,0.4580153,1.035542,-2.354473,0.7985952,0.439209,0.2700195,0.03662109,-5.221374,2.351145,-4.045802,-1.420854,1.554443,-0.6654341,SLOUCH_MILD
-0.4787598,-0.8278809,0.2709961,-3.725191,-0.8091603,1.89313,-1.58232,0.8960007,0.4700762,-0.7165527,0.1066895,0.8205566,-0.9770992,-0.8396947,0.1221374,0.2721831,-1.789588,0.4627174,0.4328613,0.2719727,0.02050781,-4.961832,3.175573,-4.045802,-1.161312,2.37887,-0.6654341,SLOUCH_MILD
-0.4987793,-0.8068848,0.2666016,-3.19084,-1.282443,1.709924,-1.047969,0.4227183,0.28687,-0.7155762,0.1142578,0.8208008,-1.114504,0.3969466,-0.259542,0.1347785,-0.5529466,0.081038,0.4353027,0.2746582,0.03198242,-5.206107,1.40458,-4.122138,-1.405587,0.6078778,-0.74177,SLOUCH_MILD
-0.4824219,-0.8139648,0.2585449,-2.564885,-0.9770992,1.618321,-0.422015,0.7280617,0.195267,-0.7150879,0.1057129,0.824707,-0.8396947,-0.09160305,-0.5038168,0.4095877,-1.041496,-0.1632368,0.432373,0.2788086,0.03149414,-5.022901,0.07633588,-3.709924,-1.222381,-0.7203665,-0.3295562,SLOUCH_MILD
-0.4846191,-0.810791,0.2583008,-3.129771,-0.7175572,1.496183,-0.9869005,0.9876038,0.07312953,-0.7133789,0.1103516,0.8181152,-0.8396947,0.4427481,-0.610687,0.4095877,-0.507145,-0.270107,0.4350586,0.2751465,0.03027344,-4.656488,1.358779,-3.679389,-0.8559687,0.5620763,-0.2990217,SLOUCH_MILD
-0.4824219,-0.8122559,0.2631836,-2.59542,-0.6259542,1.526718,-0.4525495,1.079207,0.1036639,-0.7072754,0.1010742,0.8193359,-0.9770992,0.4122138,-0.7633588,0.2721831,-0.5376794,-0.4227788,0.4331055,0.2744141,0.02856445,-4.671756,0.8244275,-3.480916,-0.871236,0.02772516,-0.1005485,SLOUCH_MILD
-0.4914551,-0.8078613,0.2609863,-2.961832,-0.5954198,1.358779,-0.8189616,1.109741,-0.06427503,-0.7104492,0.1037598,0.8149414,-0.2900764,0.4274809,-0.5648855,0.959206,-0.5224122,-0.2243055,0.434082,0.2788086,0.0402832,-4.610687,1.358779,-3.618321,-0.8101675,0.5620763,-0.2379532,SLOUCH_MILD
-0.4880371,-0.8061523,0.2587891,-2.763359,-1.160305,1.374046,-0.6204884,0.5448556,-0.04900777,-0.7163086,0.105957,0.8220215,-0.6412213,0.5496183,-0.6259542,0.608061,-0.4002748,-0.2853742,0.4279785,0.2788086,0.03173828,-1.251908,1.938931,-4.030534,2.548611,1.142229,-0.6501667,SLOUCH_MILD
-0.4846191,-0.8146973,0.263916,-2.900763,-1.312977,1.755725,-0.7578928,0.3921839,0.3326715,-0.7072754,0.1057129,0.8225098,-2.167939,1.282443,-0.2137404,-0.9186565,0.3325496,0.1268395,0.4370117,0.2700195,0.02758789,-2.824427,1.358779,-3.312977,0.9760923,0.5620763,0.06739044,SLOUCH_MILD
-0.484375,-0.8044434,0.2614746,-2.671756,-2.183206,1.29771,-0.5288854,-0.4780451,-0.1253437,-0.7165527,0.1169434,0.8222656,-1.755725,1.51145,-0.5496183,-0.5064428,0.5615573,-0.2090383,0.4372559,0.2773438,0.0456543,-2.656489,-0.0610687,-3.587786,1.144031,-0.857771,-0.2074187,SLOUCH_MILD
-0.4829102,-0.8088379,0.2678223,-2.290076,-1.587786,1.526718,-0.1472058,0.1173747,0.1036639,-0.7041016,0.1018066,0.8151855,-1.145038,0.9160305,-0.4274809,0.1042442,-0.03386259,-0.08690092,0.4299316,0.2780762,0.02368164,-2.458015,1.648855,-4.045802,1.342505,0.8521526,-0.6654341,SLOUCH_MILD
-0.4770508,-0.8110352,0.2541504,-1.801527,-1.664122,1.267176,0.3413438,0.04103887,-0.1558781,-0.7260742,0.1040039,0.8161621,-1.78626,1.129771,-0.3969466,-0.5369772,0.1798779,-0.05636659,0.4401855,0.2844238,0.03393555,-4.259542,0.0610687,-3.480916,-0.4590223,-0.7356336,-0.1005485,SLOUCH_MILD
-0.4807129,-0.8144531,0.2651367,-2.259542,-1.282443,1.618321,-0.1166716,0.4227183,0.195267,-0.7077637,0.1049805,0.8166504,-0.3206107,0.1374046,-0.351145,0.9286717,-0.8124886,-0.01056504,0.4379883,0.2727051,0.02490234,-4.137404,2.70229,-4.183206,-0.3368847,1.905588,-0.8028385,SLOUCH_MILD
-0.4807129,-0.810791,0.262207,-2.183206,-1.618321,1.374046,-0.04033566,0.08684039,-0.04900777,-0.7119141,0.1020508,0.8203125,-1.908397,0.9007633,-0.3664122,-0.6591146,-0.04912978,-0.02583224,0.4365234,0.2751465,0.03491211,-5.068702,1.465649,-3.816794,-1.268183,0.6689466,-0.4364264,SLOUCH_MILD
-0.4782715,-0.8088379,0.2631836,-1.969466,-1.51145,1.251908,0.1734048,0.1937106,-0.1711452,-0.7109375,0.1142578,0.8256836,-0.8549618,-0.04580153,-0.2748091,0.3943205,-0.9956946,0.06577084,0.434082,0.2805176,0.03295898,-4.229008,0.1679389,-3.648855,-0.428488,-0.6287634,-0.2684875,SLOUCH_MILD
-0.4831543,-0.809082,0.2614746,-1.832061,-2.015267,1.435114,0.3108094,-0.3101062,0.01206088,-0.7111816,0.1032715,0.8195801,-1.755725,0.6870229,-0.4885496,-0.5064428,-0.2628702,-0.1479696,0.4335938,0.2753906,0.02075195,-3.954198,0.7022901,-3.633588,-0.1536787,-0.09441227,-0.2532203,SLOUCH_MILD
-0.4885254,-0.8085938,0.2512207,-2.412214,-1.40458,1.450382,-0.2693434,0.3005809,0.02732801,-0.7145996,0.1071777,0.8239746,-1.29771,0.7480916,-0.1832061,-0.04842758,-0.2018015,0.1573739,0.4477539,0.279541,0.02905273,-3.526718,1.29771,-3.862595,0.273802,0.5010076,-0.4822278,SLOUCH_MILD
-0.482666,-0.8093262,0.2644043,-2.503817,-0.778626,1.465649,-0.3609464,0.926535,0.04259527,-0.7106934,0.1083984,0.8168945,-2.045802,1.221374,-0.4122138,-0.7965193,0.2714809,-0.07163376,0.4404297,0.2685547,0.04248047,-5.419847,-0.03053435,-3.572519,-1.619328,-0.8272367,-0.1921515,SLOUCH_MILD
-0.4853516,-0.8151855,0.2646484,-2.045802,-1.251908,1.282443,0.09706879,0.4532526,-0.1406109,-0.7097168,0.107666,0.8312988,-0.3969466,1.083969,-0.7175572,0.8523358,0.1340764,-0.3769773,0.4301758,0.2814941,0.04443359,-5.343512,-0.1832061,-3.145038,-1.542992,-0.9799085,0.2353294,SLOUCH_MILD
-0.4897461,-0.8154297,0.2526855,-2.656489,-1.160305,1.29771,-0.5136182,0.5448556,-0.1253437,-0.715332,0.09619141,0.8337402,-2.412214,1.450382,-0.9312977,-1.162931,0.5004885,-0.5907177,0.4291992,0.2751465,0.02172852,-2.549618,1.618321,-3.374046,1.250901,0.8216183,0.006321669,SLOUCH_MILD
-0.4938965,-0.810791,0.2580566,-2.59542,-2.244275,0.9007633,-0.4525495,-0.5391139,-0.5222903,-0.7097168,0.109375,0.8400879,-1.587786,2.10687,-0.6717557,-0.338504,1.156977,-0.3311758,0.4519043,0.2824707,0.0456543,-2.992366,3.89313,-3.114504,0.8081533,3.096427,0.2658637,SLOUCH_MILD
-0.4882813,-0.8115234,0.2573242,-3.053435,-0.9007633,1.435114,-0.9105646,0.8043977,0.01206088,-0.7158203,0.1005859,0.8168945,-0.1068702,-0.3816794,-0.09160305,1.142412,-1.331573,0.2489769,0.4384766,0.2741699,0.02685547,-2.977099,2.625954,-3.541985,0.8234205,1.829252,-0.1616173,SLOUCH_MILD
-0.498291,-0.8117676,0.2529297,-2.946565,-1.648855,1.053435,-0.8036945,0.056306,-0.3696185,-0.697998,0.1040039,0.8339844,-0.5954198,1.267176,0.07633588,0.6538625,0.3172824,0.4169158,0.4299316,0.2729492,0.0390625,-0.01526718,1.664122,-3.374046,3.785253,0.8674198,0.006321669,SLOUCH_MILD
-0.487793,-0.8215332,0.2490234,-2.59542,-1.78626,0.8549618,-0.4525495,-0.08109856,-0.5680918,-0.7070313,0.1032715,0.824707,-0.7328244,1.78626,0.1984733,0.5164579,0.8363665,0.5390532,0.4353027,0.2758789,0.03173828,-3.007634,1.29771,-2.931298,0.792886,0.5010076,0.4490697,SLOUCH_MILD
-0.4912109,-0.8098145,0.2529297,-3.19084,-2.335878,1.114504,-1.047969,-0.6307169,-0.3085498,-0.706543,0.1049805,0.8188477,-2.122137,2.534351,-0.1679389,-0.872855,1.584458,0.172641,0.4294434,0.2785645,0.03222656,-2.656489,1.022901,-3.19084,1.144031,0.2261985,0.1895278,SLOUCH_MILD
-0.4851074,-0.8071289,0.2653809,-2.412214,-1.89313,0.9465649,-0.2693434,-0.1879688,-0.4764887,-0.7104492,0.1049805,0.8195801,-0.7633588,1.770992,-0.351145,0.4859236,0.8210993,-0.01056504,0.434082,0.2763672,0.03442383,-2.824427,0.4885496,-2.885496,0.9760923,-0.3081527,0.4948714,SLOUCH_MILD
-0.487793,-0.8151855,0.2543945,-2.732824,-2.167939,0.6870229,-0.5899539,-0.462778,-0.7360307,-0.7133789,0.1083984,0.8154297,-1.145038,2.122137,-0.1526718,0.1042442,1.172244,0.1879082,0.4377441,0.2722168,0.04174805,-2.885496,0.2900764,-2.549618,0.9150236,-0.506626,0.8307493,SLOUCH_MILD
